genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2697		VBIPreCop113168_2697		6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase	00740	Riboflavin metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2701		VBIPreCop113168_2701		5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	6.3.3.2	5-formyltetrahydrofolate cyclo-ligase	00670	One carbon pool by folate
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2703		VBIPreCop113168_2703		dCMP deaminase (EC 3.5.4.12)	3.5.4.12	dCMP deaminase	00240	Pyrimidine metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2713		VBIPreCop113168_2713		Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	2.7.4.7	Phosphomethylpyrimidine kinase	00730	Thiamine metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2716		VBIPreCop113168_2716		Polygalacturonase (EC 3.2.1.15)	3.2.1.15	Polygalacturonase	00040	Pentose and glucuronate interconversions
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2716		VBIPreCop113168_2716		Polygalacturonase (EC 3.2.1.15)	3.2.1.15	Polygalacturonase	00500	Starch and sucrose metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2717		VBIPreCop113168_2717		Thiamine-monophosphate kinase (EC 2.7.4.16)	2.7.4.16	Thiamine-phosphate kinase	00730	Thiamine metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2718		VBIPreCop113168_2718		Purine nucleoside phosphorylase (EC 2.4.2.1)	2.4.2.1	Purine-nucleoside phosphorylase	00230	Purine metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2718		VBIPreCop113168_2718		Purine nucleoside phosphorylase (EC 2.4.2.1)	2.4.2.1	Purine-nucleoside phosphorylase	00240	Pyrimidine metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2718		VBIPreCop113168_2718		Purine nucleoside phosphorylase (EC 2.4.2.1)	2.4.2.1	Purine-nucleoside phosphorylase	00760	Nicotinate and nicotinamide metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2719		VBIPreCop113168_2719		Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)	2.7.1.130	Tetraacyldisaccharide 4'-kinase	00540	Lipopolysaccharide biosynthesis
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2732		VBIPreCop113168_2732		GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)	6.3.5.2	GMP synthase (glutamine-hydrolyzing)	00230	Purine metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2732		VBIPreCop113168_2732		GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)	6.3.5.2	GMP synthase (glutamine-hydrolyzing)	00983	Drug metabolism - other enzymes
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2734		VBIPreCop113168_2734		NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	00010	Glycolysis / Gluconeogenesis
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2735		VBIPreCop113168_2735		tRNA dimethylallyltransferase (EC 2.5.1.75)	2.5.1.75	tRNA dimethylallyltransferase	00908	Zeatin biosynthesis
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2740		VBIPreCop113168_2740		Alpha-amylase (EC 3.2.1.1)	3.2.1.1	Alpha-amylase	00500	Starch and sucrose metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2741		VBIPreCop113168_2741		Xylan 1,4-beta-xylosidase (EC 3.2.1.37)	3.2.1.37	Xylan 1,4-beta-xylosidase	00500	Starch and sucrose metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2741		VBIPreCop113168_2741		Xylan 1,4-beta-xylosidase (EC 3.2.1.37)	3.2.1.37	Xylan 1,4-beta-xylosidase	00520	Amino sugar and nucleotide sugar metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2753		VBIPreCop113168_2753		Pectate lyase (EC 4.2.2.2)	4.2.2.2	Pectate lyase	00040	Pentose and glucuronate interconversions
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2754		VBIPreCop113168_2754		Polygalacturonase (EC 3.2.1.15)	3.2.1.15	Polygalacturonase	00040	Pentose and glucuronate interconversions
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2754		VBIPreCop113168_2754		Polygalacturonase (EC 3.2.1.15)	3.2.1.15	Polygalacturonase	00500	Starch and sucrose metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2756		VBIPreCop113168_2756		Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	5.1.3.1	Ribulose-phosphate 3-epimerase	00030	Pentose phosphate pathway
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2756		VBIPreCop113168_2756		Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	5.1.3.1	Ribulose-phosphate 3-epimerase	00040	Pentose and glucuronate interconversions
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2756		VBIPreCop113168_2756		Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	5.1.3.1	Ribulose-phosphate 3-epimerase	00710	Carbon fixation in photosynthetic organisms
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2757		VBIPreCop113168_2757		Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	2.4.2.18	Anthranilate phosphoribosyltransferase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2758		VBIPreCop113168_2758		Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	4.1.1.48	Indole-3-glycerol-phosphate synthase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2760		VBIPreCop113168_2760		Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	5.3.1.24	Phosphoribosylanthranilate isomerase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2761		VBIPreCop113168_2761		Tryptophan synthase alpha chain (EC 4.2.1.20)	4.2.1.20	Tryptophan synthase	00260	Glycine, serine and threonine metabolism
537011.5	Prevotella copri DSM 18205	fig|537011.5.peg.2761		VBIPreCop113168_2761		Tryptophan synthase alpha chain (EC 4.2.1.20)	4.2.1.20	Tryptophan synthase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
