patric_id	pathway
	
fig|742823.3.peg.1	
fig|742823.3.peg.2	
fig|742823.3.peg.3	
fig|742823.3.peg.4	00670|One carbon pool by folate;00720|Reductive carboxylate cycle (CO2 fixation)
fig|742823.3.rna.1	
fig|742823.3.peg.5	
fig|742823.3.peg.6	
fig|742823.3.rna.2	
	
fig|742823.3.rna.3	
fig|742823.3.peg.7	
fig|742823.3.peg.8	
fig|742823.3.peg.9	
fig|742823.3.peg.10	
fig|742823.3.peg.11	
fig|742823.3.peg.12	
fig|742823.3.peg.13	
fig|742823.3.peg.14	
fig|742823.3.peg.15	
fig|742823.3.peg.16	
fig|742823.3.peg.17	
fig|742823.3.peg.18	
fig|742823.3.peg.19	00240|Pyrimidine metabolism
fig|742823.3.peg.20	
fig|742823.3.peg.21	
fig|742823.3.peg.22	
fig|742823.3.peg.23	
fig|742823.3.peg.24	
fig|742823.3.peg.25	
fig|742823.3.peg.26	
fig|742823.3.peg.27	
fig|742823.3.peg.28	
fig|742823.3.peg.29	
fig|742823.3.peg.30	
fig|742823.3.peg.31	
fig|742823.3.peg.32	
fig|742823.3.peg.33	
fig|742823.3.peg.34	
fig|742823.3.peg.35	00340|Histidine metabolism;00350|Tyrosine metabolism;00360|Phenylalanine metabolism;00400|Phenylalanine, tyrosine and tryptophan biosynthesis;00401|Novobiocin biosynthesis;00960|Tropane, piperidine and pyridine alkaloid biosynthesis
fig|742823.3.peg.36	
fig|742823.3.peg.37	
fig|742823.3.peg.38	
fig|742823.3.peg.39	00020|Citrate cycle (TCA cycle);00720|Reductive carboxylate cycle (CO2 fixation);00630|Glyoxylate and dicarboxylate metabolism
fig|742823.3.peg.40	00020|Citrate cycle (TCA cycle);00720|Reductive carboxylate cycle (CO2 fixation);00630|Glyoxylate and dicarboxylate metabolism
fig|742823.3.peg.41	
fig|742823.3.peg.42	
fig|742823.3.peg.43	
fig|742823.3.peg.44	00910|Nitrogen metabolism
fig|742823.3.peg.45	
fig|742823.3.peg.46	
fig|742823.3.peg.47	
fig|742823.3.peg.48	
fig|742823.3.peg.49	
fig|742823.3.peg.50	
fig|742823.3.peg.51	
fig|742823.3.peg.52	
fig|742823.3.peg.53	
fig|742823.3.peg.54	
fig|742823.3.peg.55	
fig|742823.3.peg.56	
fig|742823.3.peg.57	
fig|742823.3.peg.58	
fig|742823.3.peg.59	
fig|742823.3.peg.60	
fig|742823.3.peg.61	
fig|742823.3.peg.62	
fig|742823.3.peg.63	00230|Purine metabolism;00240|Pyrimidine metabolism
fig|742823.3.peg.64	
fig|742823.3.peg.65	00071|Fatty acid metabolism
fig|742823.3.peg.66	00071|Fatty acid metabolism
fig|742823.3.peg.67	00230|Purine metabolism;00983|Drug metabolism - other enzymes
fig|742823.3.peg.68	00230|Purine metabolism;00983|Drug metabolism - other enzymes
fig|742823.3.peg.69	
fig|742823.3.peg.70	
	
fig|742823.3.peg.71	
fig|742823.3.peg.72	
	
fig|742823.3.peg.73	
fig|742823.3.peg.74	
fig|742823.3.peg.75	
fig|742823.3.peg.76	
fig|742823.3.peg.77	
fig|742823.3.peg.78	
fig|742823.3.peg.79	00910|Nitrogen metabolism
fig|742823.3.peg.80	
fig|742823.3.peg.81	
fig|742823.3.peg.82	
fig|742823.3.peg.83	
fig|742823.3.peg.84	
fig|742823.3.peg.85	
fig|742823.3.peg.86	
fig|742823.3.peg.87	
fig|742823.3.peg.88	
fig|742823.3.peg.89	00900|Terpenoid backbone biosynthesis
fig|742823.3.peg.90	
fig|742823.3.peg.91	
fig|742823.3.peg.92	
	
fig|742823.3.peg.93	
fig|742823.3.peg.94	
fig|742823.3.peg.95	
fig|742823.3.peg.96	
fig|742823.3.peg.97	
fig|742823.3.peg.98	
fig|742823.3.peg.99	
fig|742823.3.peg.100	
fig|742823.3.peg.101	
fig|742823.3.peg.102	
fig|742823.3.peg.103	00550|Peptidoglycan biosynthesis
fig|742823.3.peg.104	
fig|742823.3.peg.105	
fig|742823.3.peg.106	
	
fig|742823.3.peg.107	
fig|742823.3.peg.108	00290|Valine, leucine and isoleucine biosynthesis
fig|742823.3.peg.109	00290|Valine, leucine and isoleucine biosynthesis
fig|742823.3.peg.110	
fig|742823.3.peg.111	00230|Purine metabolism;00250|Alanine, aspartate and glutamate metabolism
fig|742823.3.peg.112	
fig|742823.3.peg.113	
fig|742823.3.peg.114	00790|Folate biosynthesis
fig|742823.3.peg.115	00061|Fatty acid biosynthesis;00253|Tetracycline biosynthesis;00620|Pyruvate metabolism;00640|Propanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation)
fig|742823.3.peg.116	
fig|742823.3.peg.117	
fig|742823.3.peg.118	
fig|742823.3.peg.119	
fig|742823.3.peg.120	
fig|742823.3.peg.121	
fig|742823.3.peg.122	
fig|742823.3.peg.123	
fig|742823.3.peg.124	
fig|742823.3.peg.125	
fig|742823.3.peg.126	
fig|742823.3.peg.127	00260|Glycine, serine and threonine metabolism;00564|Glycerophospholipid metabolism
fig|742823.3.peg.128	
fig|742823.3.peg.129	
fig|742823.3.peg.130	
fig|742823.3.peg.131	00500|Starch and sucrose metabolism
fig|742823.3.peg.132	
fig|742823.3.peg.133	00500|Starch and sucrose metabolism
fig|742823.3.peg.134	
	
fig|742823.3.peg.135	
fig|742823.3.peg.136	
fig|742823.3.peg.137	
fig|742823.3.pg.1	
fig|742823.3.peg.138	00564|Glycerophospholipid metabolism
fig|742823.3.peg.139	
fig|742823.3.peg.140	
fig|742823.3.peg.141	
fig|742823.3.peg.142	
fig|742823.3.peg.143	
fig|742823.3.peg.144	
fig|742823.3.peg.145	
fig|742823.3.peg.146	
fig|742823.3.peg.147	
fig|742823.3.peg.148	
fig|742823.3.peg.149	
fig|742823.3.peg.150	00231|Puromycin biosynthesis;00592|alpha-Linolenic acid metabolism;00633|Trinitrotoluene degradation;00780|Biotin metabolism;00790|Folate biosynthesis;00860|Porphyrin and chlorophyll metabolism;00950|Isoquinoline alkaloid biosynthesis;00981|Insect hormone biosynthesis;01057|Biosynthesis of type II polyketide products
fig|742823.3.peg.151	
fig|742823.3.peg.152	
fig|742823.3.peg.153	
fig|742823.3.peg.154	
fig|742823.3.peg.155	
fig|742823.3.peg.156	
fig|742823.3.peg.157	
fig|742823.3.peg.158	
fig|742823.3.peg.159	
fig|742823.3.peg.160	
fig|742823.3.peg.161	
fig|742823.3.peg.162	
fig|742823.3.rna.4	
fig|742823.3.rna.5	
fig|742823.3.rna.6	
fig|742823.3.pg.2	
fig|742823.3.peg.163	00230|Purine metabolism
fig|742823.3.peg.164	
fig|742823.3.peg.165	
fig|742823.3.peg.166	
fig|742823.3.peg.167	
fig|742823.3.peg.168	
fig|742823.3.peg.169	
fig|742823.3.peg.170	
fig|742823.3.peg.171	
fig|742823.3.peg.172	00564|Glycerophospholipid metabolism
fig|742823.3.peg.173	
fig|742823.3.peg.174	00860|Porphyrin and chlorophyll metabolism
fig|742823.3.peg.175	00970|Aminoacyl-tRNA biosynthesis
fig|742823.3.peg.176	
fig|742823.3.rna.7	
fig|742823.3.rna.8	
fig|742823.3.peg.177	00670|One carbon pool by folate;00790|Folate biosynthesis
fig|742823.3.peg.178	00240|Pyrimidine metabolism;00670|One carbon pool by folate
fig|742823.3.peg.179	
fig|742823.3.peg.180	
fig|742823.3.peg.181	
fig|742823.3.rna.9	
fig|742823.3.peg.182	
fig|742823.3.peg.183	
fig|742823.3.peg.184	
fig|742823.3.peg.185	
fig|742823.3.peg.186	
fig|742823.3.peg.187	
fig|742823.3.peg.188	
fig|742823.3.peg.189	
fig|742823.3.peg.190	
fig|742823.3.peg.191	
fig|742823.3.peg.192	
fig|742823.3.peg.193	
fig|742823.3.peg.194	
fig|742823.3.peg.195	
fig|742823.3.peg.196	
fig|742823.3.peg.197	
fig|742823.3.peg.198	
fig|742823.3.peg.199	
fig|742823.3.peg.200	
fig|742823.3.peg.201	
fig|742823.3.peg.202	
fig|742823.3.peg.203	
fig|742823.3.peg.204	
fig|742823.3.peg.205	
fig|742823.3.peg.206	
fig|742823.3.peg.207	
fig|742823.3.peg.208	
fig|742823.3.peg.209	
fig|742823.3.peg.210	
fig|742823.3.peg.211	
fig|742823.3.peg.212	
fig|742823.3.peg.213	
fig|742823.3.peg.214	
fig|742823.3.peg.215	
fig|742823.3.peg.216	
fig|742823.3.peg.217	
fig|742823.3.peg.218	
fig|742823.3.peg.219	
fig|742823.3.peg.220	
fig|742823.3.peg.221	
fig|742823.3.peg.222	
fig|742823.3.peg.223	
fig|742823.3.peg.224	
fig|742823.3.peg.225	
fig|742823.3.peg.226	
fig|742823.3.peg.227	
fig|742823.3.peg.228	
fig|742823.3.peg.229	
fig|742823.3.peg.230	
fig|742823.3.peg.231	
fig|742823.3.peg.232	
fig|742823.3.peg.233	
fig|742823.3.peg.234	
fig|742823.3.peg.235	
fig|742823.3.peg.236	
fig|742823.3.peg.237	
fig|742823.3.peg.238	
fig|742823.3.peg.239	
fig|742823.3.peg.240	
fig|742823.3.peg.241	
fig|742823.3.peg.242	
fig|742823.3.peg.243	
fig|742823.3.rna.10	
fig|742823.3.peg.244	
fig|742823.3.peg.245	00627|1,4-Dichlorobenzene degradation;00790|Folate biosynthesis
fig|742823.3.peg.246	
fig|742823.3.peg.247	
fig|742823.3.peg.248	
fig|742823.3.peg.249	
fig|742823.3.peg.250	
fig|742823.3.peg.251	00260|Glycine, serine and threonine metabolism;00680|Methane metabolism
fig|742823.3.peg.252	
fig|742823.3.peg.253	
fig|742823.3.peg.254	
fig|742823.3.peg.255	
fig|742823.3.peg.256	
fig|742823.3.peg.257	00230|Purine metabolism;00240|Pyrimidine metabolism
fig|742823.3.peg.258	00010|Glycolysis / Gluconeogenesis;00051|Fructose and mannose metabolism;00562|Inositol phosphate metabolism;00710|Carbon fixation in photosynthetic organisms
fig|742823.3.peg.259	
fig|742823.3.rna.11	
fig|742823.3.rna.12	
fig|742823.3.rna.13	
fig|742823.3.rna.14	
	
fig|742823.3.peg.260	
fig|742823.3.peg.261	
fig|742823.3.peg.262	
fig|742823.3.peg.263	
fig|742823.3.peg.264	
fig|742823.3.peg.265	
fig|742823.3.peg.266	
fig|742823.3.peg.267	
fig|742823.3.peg.268	00513|High-mannose type N-glycan biosynthesis;00520|Amino sugar and nucleotide sugar metabolism;00531|Glycosaminoglycan degradation;00603|Glycosphingolipid biosynthesis - globo series;00604|Glycosphingolipid biosynthesis - ganglio series
fig|742823.3.peg.269	00750|Vitamin B6 metabolism
fig|742823.3.peg.270	
fig|742823.3.peg.271	
fig|742823.3.peg.272	
fig|742823.3.peg.273	
fig|742823.3.peg.274	
fig|742823.3.peg.275	
fig|742823.3.peg.276	00061|Fatty acid biosynthesis;00780|Biotin metabolism
fig|742823.3.peg.277	
fig|742823.3.peg.278	00061|Fatty acid biosynthesis;00780|Biotin metabolism
fig|742823.3.peg.279	00061|Fatty acid biosynthesis
fig|742823.3.peg.280	00061|Fatty acid biosynthesis
fig|742823.3.peg.281	
fig|742823.3.peg.282	00330|Arginine and proline metabolism
fig|742823.3.peg.283	
fig|742823.3.rna.15	
fig|742823.3.rna.16	
fig|742823.3.peg.284	
fig|742823.3.peg.285	
fig|742823.3.peg.286	
fig|742823.3.peg.287	
fig|742823.3.rna.17	
fig|742823.3.rna.18	
fig|742823.3.rna.19	
fig|742823.3.rna.20	
	
fig|742823.3.peg.288	
fig|742823.3.peg.289	
fig|742823.3.peg.290	00250|Alanine, aspartate and glutamate metabolism;00910|Nitrogen metabolism
fig|742823.3.peg.291	
fig|742823.3.peg.292	
fig|742823.3.peg.293	
fig|742823.3.peg.294	
fig|742823.3.peg.295	
fig|742823.3.peg.296	
fig|742823.3.peg.297	
fig|742823.3.peg.298	
fig|742823.3.peg.299	
fig|742823.3.peg.300	
fig|742823.3.peg.301	
fig|742823.3.peg.302	
fig|742823.3.peg.303	
fig|742823.3.peg.304	
fig|742823.3.peg.305	
fig|742823.3.peg.306	
fig|742823.3.peg.307	
fig|742823.3.peg.308	
fig|742823.3.peg.309	
fig|742823.3.peg.310	
fig|742823.3.peg.311	
fig|742823.3.peg.312	
fig|742823.3.peg.313	
fig|742823.3.peg.314	
fig|742823.3.peg.315	00260|Glycine, serine and threonine metabolism;00750|Vitamin B6 metabolism
fig|742823.3.peg.316	
fig|742823.3.peg.317	
	
fig|742823.3.peg.318	
fig|742823.3.peg.319	
fig|742823.3.peg.320	
fig|742823.3.peg.321	
fig|742823.3.peg.322	
fig|742823.3.peg.323	
fig|742823.3.peg.324	
fig|742823.3.peg.325	00230|Purine metabolism;00240|Pyrimidine metabolism;00760|Nicotinate and nicotinamide metabolism
fig|742823.3.peg.326	
fig|742823.3.peg.327	
fig|742823.3.peg.328	
fig|742823.3.peg.329	
fig|742823.3.peg.330	00230|Purine metabolism;00240|Pyrimidine metabolism
fig|742823.3.peg.331	
fig|742823.3.peg.332	
fig|742823.3.peg.333	
fig|742823.3.peg.334	00970|Aminoacyl-tRNA biosynthesis
fig|742823.3.peg.335	
fig|742823.3.peg.336	
fig|742823.3.peg.337	
fig|742823.3.peg.338	
fig|742823.3.peg.339	
fig|742823.3.peg.340	
fig|742823.3.peg.341	00260|Glycine, serine and threonine metabolism
fig|742823.3.peg.342	
fig|742823.3.peg.343	
fig|742823.3.peg.344	
fig|742823.3.peg.345	
fig|742823.3.peg.346	
fig|742823.3.peg.347	00230|Purine metabolism;00250|Alanine, aspartate and glutamate metabolism
fig|742823.3.peg.348	
fig|742823.3.peg.349	
fig|742823.3.peg.350	
fig|742823.3.peg.351	
fig|742823.3.rna.21	
fig|742823.3.peg.352	
fig|742823.3.peg.353	
fig|742823.3.peg.354	
fig|742823.3.peg.355	
fig|742823.3.peg.356	
fig|742823.3.peg.357	
	
fig|742823.3.peg.358	
fig|742823.3.peg.359	
fig|742823.3.peg.360	
fig|742823.3.peg.361	
fig|742823.3.peg.362	
	
fig|742823.3.peg.363	
fig|742823.3.peg.364	
fig|742823.3.rna.22	
fig|742823.3.peg.365	
fig|742823.3.peg.366	00970|Aminoacyl-tRNA biosynthesis
fig|742823.3.peg.367	00970|Aminoacyl-tRNA biosynthesis
fig|742823.3.peg.368	
fig|742823.3.peg.369	
	
fig|742823.3.peg.370	
fig|742823.3.peg.371	
fig|742823.3.peg.372	
fig|742823.3.peg.373	00970|Aminoacyl-tRNA biosynthesis
fig|742823.3.rna.23	
fig|742823.3.rna.24	
fig|742823.3.peg.374	00230|Purine metabolism
fig|742823.3.peg.375	
fig|742823.3.peg.376	
fig|742823.3.peg.377	
fig|742823.3.peg.378	
fig|742823.3.peg.379	
fig|742823.3.peg.380	
fig|742823.3.peg.381	
fig|742823.3.peg.382	
fig|742823.3.peg.383	
fig|742823.3.peg.384	
fig|742823.3.peg.385	
fig|742823.3.peg.386	00970|Aminoacyl-tRNA biosynthesis
fig|742823.3.peg.387	
fig|742823.3.peg.388	
fig|742823.3.peg.389	
fig|742823.3.peg.390	
fig|742823.3.peg.391	
fig|742823.3.peg.392	
fig|742823.3.peg.393	
fig|742823.3.peg.394	
fig|742823.3.peg.395	
fig|742823.3.peg.396	
fig|742823.3.peg.397	
fig|742823.3.pg.3	
fig|742823.3.peg.398	
fig|742823.3.peg.399	00730|Thiamine metabolism
fig|742823.3.peg.400	
fig|742823.3.peg.401	
fig|742823.3.peg.402	
fig|742823.3.peg.403	00270|Cysteine and methionine metabolism;00300|Lysine biosynthesis;00350|Tyrosine metabolism;00360|Phenylalanine metabolism;00400|Phenylalanine, tyrosine and tryptophan biosynthesis;00401|Novobiocin biosynthesis;00950|Isoquinoline alkaloid biosynthesis;00960|Tropane, piperidine and pyridine alkaloid biosynthesis
fig|742823.3.rna.25	
	
fig|742823.3.rna.26	
fig|742823.3.peg.404	
fig|742823.3.rna.27	
fig|742823.3.rna.28	
fig|742823.3.rna.29	
	
fig|742823.3.peg.405	
fig|742823.3.peg.406	
fig|742823.3.peg.407	00240|Pyrimidine metabolism
fig|742823.3.peg.408	
fig|742823.3.peg.409	
fig|742823.3.peg.410	
fig|742823.3.peg.411	00020|Citrate cycle (TCA cycle);00720|Reductive carboxylate cycle (CO2 fixation)
fig|742823.3.peg.412	
fig|742823.3.peg.413	
fig|742823.3.peg.414	00240|Pyrimidine metabolism;00410|beta-Alanine metabolism;00770|Pantothenate and CoA biosynthesis;00983|Drug metabolism - other enzymes
fig|742823.3.peg.415	
fig|742823.3.peg.416	
fig|742823.3.peg.417	00230|Purine metabolism
fig|742823.3.peg.418	
fig|742823.3.peg.419	00760|Nicotinate and nicotinamide metabolism
fig|742823.3.peg.420	
fig|742823.3.pg.4	
fig|742823.3.peg.421	
fig|742823.3.peg.422	
fig|742823.3.peg.423	
fig|742823.3.peg.424	
fig|742823.3.peg.425	
fig|742823.3.peg.426	
fig|742823.3.peg.427	
fig|742823.3.peg.428	
fig|742823.3.peg.429	
fig|742823.3.peg.430	
fig|742823.3.peg.431	
fig|742823.3.peg.432	
	
fig|742823.3.peg.433	
fig|742823.3.peg.434	
fig|742823.3.peg.435	
fig|742823.3.peg.436	
fig|742823.3.peg.437	00860|Porphyrin and chlorophyll metabolism
fig|742823.3.peg.438	
fig|742823.3.peg.439	
fig|742823.3.peg.440	
fig|742823.3.peg.441	
fig|742823.3.peg.442	
fig|742823.3.peg.443	
fig|742823.3.peg.444	
fig|742823.3.peg.445	
fig|742823.3.peg.446	
fig|742823.3.peg.447	
fig|742823.3.peg.448	00561|Glycerolipid metabolism;00564|Glycerophospholipid metabolism
fig|742823.3.peg.449	00564|Glycerophospholipid metabolism;04070|Phosphatidylinositol signaling system
fig|742823.3.peg.450	
fig|742823.3.peg.451	
fig|742823.3.peg.452	00071|Fatty acid metabolism
fig|742823.3.peg.453	
fig|742823.3.peg.454	
fig|742823.3.peg.455	
fig|742823.3.peg.456	
fig|742823.3.peg.457	
fig|742823.3.peg.458	
fig|742823.3.peg.459	
fig|742823.3.peg.460	
fig|742823.3.peg.461	
fig|742823.3.peg.462	
fig|742823.3.peg.463	
fig|742823.3.rna.30	
fig|742823.3.rna.31	
fig|742823.3.peg.464	
fig|742823.3.peg.465	
fig|742823.3.peg.466	
fig|742823.3.pg.5	
fig|742823.3.peg.467	
fig|742823.3.peg.468	
fig|742823.3.rna.32	
fig|742823.3.peg.469	
fig|742823.3.peg.470	00550|Peptidoglycan biosynthesis
fig|742823.3.peg.471	
fig|742823.3.peg.472	
fig|742823.3.peg.473	
fig|742823.3.peg.474	
fig|742823.3.peg.475	
fig|742823.3.peg.476	
fig|742823.3.peg.477	
fig|742823.3.peg.478	
fig|742823.3.peg.479	
fig|742823.3.peg.480	
fig|742823.3.peg.481	
fig|742823.3.peg.482	
fig|742823.3.peg.483	00240|Pyrimidine metabolism;00450|Selenoamino acid metabolism
fig|742823.3.peg.484	
fig|742823.3.peg.485	00450|Selenoamino acid metabolism;00970|Aminoacyl-tRNA biosynthesis
fig|742823.3.peg.486	
fig|742823.3.peg.487	
fig|742823.3.peg.488	00620|Pyruvate metabolism
fig|742823.3.peg.489	
fig|742823.3.peg.490	
fig|742823.3.peg.491	
fig|742823.3.peg.492	00230|Purine metabolism;00230|Purine metabolism;00670|One carbon pool by folate
