patric_id	pathway
	
fig|470145.6.peg.1	
	
fig|470145.6.peg.2	
fig|470145.6.peg.3	
fig|470145.6.peg.4	
fig|470145.6.peg.5	
fig|470145.6.peg.6	
fig|470145.6.peg.7	00970|Aminoacyl-tRNA biosynthesis
fig|470145.6.peg.8	
fig|470145.6.peg.9	
fig|470145.6.peg.10	
fig|470145.6.peg.11	
fig|470145.6.peg.12	
fig|470145.6.peg.13	
fig|470145.6.peg.14	
fig|470145.6.peg.15	
fig|470145.6.peg.16	
fig|470145.6.peg.17	
fig|470145.6.peg.18	
fig|470145.6.peg.19	
fig|470145.6.peg.20	
fig|470145.6.peg.21	
fig|470145.6.peg.22	
fig|470145.6.peg.23	
fig|470145.6.peg.24	
fig|470145.6.peg.25	
fig|470145.6.peg.26	
fig|470145.6.peg.27	
fig|470145.6.peg.28	00230|Purine metabolism
fig|470145.6.peg.29	00130|Ubiquinone and other terpenoid-quinone biosynthesis
fig|470145.6.peg.30	00400|Phenylalanine, tyrosine and tryptophan biosynthesis
fig|470145.6.peg.31	
fig|470145.6.peg.32	
fig|470145.6.peg.33	
fig|470145.6.peg.34	
fig|470145.6.peg.35	00400|Phenylalanine, tyrosine and tryptophan biosynthesis
fig|470145.6.peg.36	00330|Arginine and proline metabolism
fig|470145.6.peg.37	
fig|470145.6.peg.38	00240|Pyrimidine metabolism;00983|Drug metabolism - other enzymes
fig|470145.6.peg.39	
fig|470145.6.peg.40	
fig|470145.6.peg.41	00520|Amino sugar and nucleotide sugar metabolism
fig|470145.6.peg.42	00520|Amino sugar and nucleotide sugar metabolism
fig|470145.6.peg.43	
fig|470145.6.peg.44	
fig|470145.6.peg.45	
fig|470145.6.peg.46	
fig|470145.6.peg.47	00230|Purine metabolism;00240|Pyrimidine metabolism;00760|Nicotinate and nicotinamide metabolism
fig|470145.6.peg.48	00230|Purine metabolism;00240|Pyrimidine metabolism;00760|Nicotinate and nicotinamide metabolism
fig|470145.6.peg.49	
fig|470145.6.peg.50	
fig|470145.6.peg.51	
fig|470145.6.peg.52	
fig|470145.6.peg.53	
fig|470145.6.peg.54	
fig|470145.6.peg.55	
fig|470145.6.peg.56	
fig|470145.6.peg.57	00040|Pentose and glucuronate interconversions;00500|Starch and sucrose metabolism
fig|470145.6.peg.58	00040|Pentose and glucuronate interconversions
fig|470145.6.peg.59	
fig|470145.6.peg.60	
fig|470145.6.peg.61	00040|Pentose and glucuronate interconversions;00500|Starch and sucrose metabolism
fig|470145.6.peg.62	
fig|470145.6.peg.63	
fig|470145.6.peg.64	00040|Pentose and glucuronate interconversions
fig|470145.6.peg.65	
fig|470145.6.peg.66	
fig|470145.6.peg.67	
fig|470145.6.peg.68	
fig|470145.6.peg.69	00230|Purine metabolism
fig|470145.6.peg.70	
fig|470145.6.peg.71	
fig|470145.6.peg.72	00240|Pyrimidine metabolism
fig|470145.6.peg.73	00540|Lipopolysaccharide biosynthesis
