genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264262	PATRIC	source					1	5922	+	5922								
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264262	PATRIC	CDS	fig|411463.4.peg.1	EUBVEN_00004	VBIEubVen137708_0001		156	725	-	570		hypothetical protein	FIG00021555	PLF_1730_00024410	PGF_01660179			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264262	PATRIC	tRNA	fig|411463.4.rna.1	EUBVEN_00062	VBIEubVen137708_r001		1527	1600	-	74		tRNA-Arg-ACG						
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264262	PATRIC	tRNA	fig|411463.4.rna.2		VBIEubVen137708_r002		1633	1715	-	83		tRNA-Leu-TAA						
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264262	PATRIC	tRNA	fig|411463.4.rna.3	EUBVEN_00063	VBIEubVen137708_r003		1938	2011	-	74		tRNA-Met-CAT						
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264262	PATRIC	tRNA	fig|411463.4.rna.4	EUBVEN_00064	VBIEubVen137708_r004		2021	2093	-	73		tRNA-Thr-TGT						
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264262	PATRIC	tRNA	fig|411463.4.rna.5		VBIEubVen137708_r005		2106	2180	-	75		tRNA-Glu-TTC						
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264262	PATRIC	tRNA	fig|411463.4.rna.6	EUBVEN_00067	VBIEubVen137708_r006		2270	2341	-	72		tRNA-Asn-GTT						
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264262	PATRIC	rRNA	fig|411463.4.rna.7		VBIEubVen137708_r007		2447	5368	-	2922		Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA						
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264263	PATRIC	source					1	2526	+	2526								
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264263	PATRIC	CDS	fig|411463.4.peg.2	EUBVEN_00016	VBIEubVen137708_0002		3	566	-	564		Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)	FIG00446664	PLF_1730_00012377	PGF_04664292		2.7.7.49|RNA-directed DNA polymerase	
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264263	PATRIC	CDS	fig|411463.4.peg.3	EUBVEN_00005	VBIEubVen137708_0003		1822	2286	-	465		hypothetical protein	FIG00528844	PLF_1730_00068720	PGF_00302660			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	source					1	94001	+	94001								
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.4	EUBVEN_00008	VBIEubVen137708_0004		96	428	-	333		hypothetical protein	FIG00645267	PLF_1730_00071826	PGF_04354535			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.5	EUBVEN_00009	VBIEubVen137708_0005		822	2027	+	1206		hypothetical protein	FIG00638284	PLF_1730_00011024	PGF_01676281			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.6	EUBVEN_00588	VBIEubVen137708_0006		2593	3207	+	615		SOS-response repressor and protease LexA (EC 3.4.21.88)	FIG00000510	PLF_1730_00000338	PGF_03810679	GO:0008992|repressor LexA activity	3.4.21.88|Repressor lexA	
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.7	EUBVEN_00589	VBIEubVen137708_0007		3366	4481	-	1116		hypothetical protein		PLF_1730_00009685	PGF_01669141			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.8	EUBVEN_00590	VBIEubVen137708_0008		4624	5883	-	1260		Zinc-binding GTPase YciC	FIG00017190	PLF_1730_00032230	PGF_00069882			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.9	EUBVEN_00591	VBIEubVen137708_0009		5918	7219	-	1302		Neopullulanase (EC 3.2.1.135)	FIG00066643	PLF_1730_00026656	PGF_02633300	GO:0031216|neopullulanase activity	3.2.1.135|Neopullulanase	
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.10	EUBVEN_00592	VBIEubVen137708_0010		7315	7662	-	348		Ribosomal silencing factor RsfA	FIG00135315	PLF_1730_00072958	PGF_00435430			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.11	EUBVEN_00593	VBIEubVen137708_0011		7666	8856	-	1191		Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	FIG00014849	PLF_1730_00011301	PGF_08432396	GO:0004515|nicotinate-nucleotide adenylyltransferase activity	2.7.7.18|Nicotinate-nucleotide adenylyltransferase	00760|Nicotinate and nicotinamide metabolism
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.12	EUBVEN_00594	VBIEubVen137708_0012		8887	9180	-	294		RNA-binding protein YhbY	FIG00001879	PLF_1730_00088590	PGF_04287303			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.13	EUBVEN_00595	VBIEubVen137708_0013		9207	10490	-	1284		GTP-binding protein Obg	FIG00000169	PLF_1730_00027463	PGF_02029783			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.14	EUBVEN_00596	VBIEubVen137708_0014		10602	10886	-	285		LSU ribosomal protein L27p	FIG00000189	PLF_1730_00000038	PGF_00016385	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.15	EUBVEN_00598	VBIEubVen137708_0015		11227	11535	-	309		LSU ribosomal protein L21p	FIG00000276	PLF_1730_00000384	PGF_04978890	GO:0003723|RNA binding;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.16	EUBVEN_00599	VBIEubVen137708_0016		11742	12935	-	1194		hypothetical protein	FIG00531177	PLF_1730_00033381	PGF_08225224			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.17	EUBVEN_00600	VBIEubVen137708_0017		12947	13609	-	663		SanA protein	FIG00634063	PLF_1730_00007585	PGF_08215614			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.18	EUBVEN_00601	VBIEubVen137708_0018		13599	14738	-	1140		Ribonuclease G	FIG00059426	PLF_1730_00002471	PGF_01089656			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.19	EUBVEN_00602	VBIEubVen137708_0019		14731	15402	-	672		FIG017108: hypothetical protein	FIG00897713	PLF_1730_00031797	PGF_05843198			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.20	EUBVEN_00603	VBIEubVen137708_0020		15392	17254	-	1863		FIG092679: Fe-S oxidoreductase	FIG00006594	PLF_1730_00000308	PGF_03752158			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.21	EUBVEN_00604	VBIEubVen137708_0021		17278	17904	-	627		hypothetical protein	FIG00000443	PLF_1730_00099090	PGF_10471419			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.22	EUBVEN_00605	VBIEubVen137708_0022		18147	19418	-	1272		Domain similar to amino terminal domain of imidazole glycerol phosphate synthase cyclase subunit / Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) / Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	FIG01960637	PLF_1730_00001258	PGF_00013802	GO:0004635|phosphoribosyl-AMP cyclohydrolase activity;GO:0004636|phosphoribosyl-ATP diphosphatase activity	3.5.4.19|Phosphoribosyl-AMP cyclohydrolase;3.6.1.31|Phosphoribosyl-ATP diphosphatase	00340|Histidine metabolism
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.23	EUBVEN_00606	VBIEubVen137708_0023		19418	20005	-	588		Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	FIG00000601	PLF_1730_00001259	PGF_00013803	GO:0004424|imidazoleglycerol-phosphate dehydratase activity	4.2.1.19|Imidazoleglycerol-phosphate dehydratase	00340|Histidine metabolism
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.24	EUBVEN_00607	VBIEubVen137708_0024		20010	21323	-	1314		Histidinol dehydrogenase (EC 1.1.1.23)	FIG00000303	PLF_1730_00000223	PGF_05760069	GO:0004399|histidinol dehydrogenase activity	1.1.1.23|Histidinol dehydrogenase	00340|Histidine metabolism
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.25	EUBVEN_00608	VBIEubVen137708_0025		21393	22025	-	633		ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGs	FIG00000811	PLF_1730_00000085	PGF_03287477	GO:0003879|ATP phosphoribosyltransferase activity	2.4.2.17|ATP phosphoribosyltransferase	00340|Histidine metabolism
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.26	EUBVEN_00609	VBIEubVen137708_0026		22035	23240	-	1206		ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)	FIG00000865	PLF_1730_00013248	PGF_02224568	GO:0003879|ATP phosphoribosyltransferase activity	2.4.2.17|ATP phosphoribosyltransferase	00340|Histidine metabolism
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.27	EUBVEN_00610	VBIEubVen137708_0027		23335	23871	-	537		RecU Holliday junction resolvase	FIG01954608	PLF_1730_00000401	PGF_01124268			
411463.4	Eubacterium ventriosum ATCC 27560	NZ_DS264264	PATRIC	CDS	fig|411463.4.peg.28	EUBVEN_00611	VBIEubVen137708_0028		23923	24096	-	174		hypothetical protein		PLF_1730_00028827	PGF_01664397			
