patric_id	pathway
	
fig|718252.3.peg.1	
fig|718252.3.peg.2	
fig|718252.3.peg.3	
fig|718252.3.peg.4	
fig|718252.3.peg.5	
fig|718252.3.peg.6	
fig|718252.3.peg.7	
fig|718252.3.peg.8	
fig|718252.3.peg.9	
fig|718252.3.peg.10	
fig|718252.3.peg.11	
fig|718252.3.peg.12	
fig|718252.3.peg.13	
fig|718252.3.peg.14	
fig|718252.3.peg.15	
fig|718252.3.peg.16	
fig|718252.3.peg.17	
fig|718252.3.peg.18	
fig|718252.3.peg.19	
fig|718252.3.peg.20	
fig|718252.3.peg.21	
fig|718252.3.peg.22	
fig|718252.3.peg.23	
fig|718252.3.peg.24	
fig|718252.3.peg.25	
fig|718252.3.peg.26	
fig|718252.3.peg.27	
fig|718252.3.peg.28	
fig|718252.3.peg.29	
fig|718252.3.peg.1540	
fig|718252.3.peg.1541	
fig|718252.3.peg.1542	
fig|718252.3.peg.1543	
fig|718252.3.peg.1544	
fig|718252.3.peg.1545	
fig|718252.3.peg.1546	
fig|718252.3.peg.1547	
fig|718252.3.peg.1722	
fig|718252.3.peg.1723	
fig|718252.3.peg.1724	
fig|718252.3.peg.1725	
fig|718252.3.peg.1831	
fig|718252.3.peg.1832	
fig|718252.3.peg.1833	
fig|718252.3.peg.1834	
fig|718252.3.peg.1835	
fig|718252.3.peg.1836	
fig|718252.3.peg.1837	
fig|718252.3.peg.1838	
fig|718252.3.peg.1839	
fig|718252.3.peg.1840	
fig|718252.3.peg.1841	
fig|718252.3.peg.1842	
fig|718252.3.peg.1843	
fig|718252.3.peg.1844	
fig|718252.3.peg.1845	
fig|718252.3.peg.1846	
fig|718252.3.peg.1847	
fig|718252.3.peg.1848	
fig|718252.3.peg.1849	
fig|718252.3.peg.1850	
fig|718252.3.peg.1851	
fig|718252.3.peg.1852	
fig|718252.3.peg.1853	
fig|718252.3.peg.1854	
fig|718252.3.peg.1855	
fig|718252.3.peg.1856	
fig|718252.3.peg.1857	
fig|718252.3.peg.1858	
fig|718252.3.peg.1859	
fig|718252.3.peg.1860	
fig|718252.3.peg.1861	
fig|718252.3.peg.1862	
fig|718252.3.peg.1863	
fig|718252.3.peg.1864	
fig|718252.3.peg.1865	
