genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483479	PATRIC	source					1	1622	+	1622								
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	source					1	68459	+	68459								
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.1	FAEPRAM212_00001	VBIFaePra13114_0001		61	486	+	426		hypothetical protein	FIG00647180	PLF_216851_00004781	PGF_08225224			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.2	FAEPRAM212_00002	VBIFaePra13114_0002		506	817	+	312		UPF0145 protein TM_0763	FIG01227221	PLF_216851_00000835	PGF_01421631			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	rRNA	fig|411485.10.rna.1		VBIFaePra13114_r001		1463	2965	+	1503		Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA						
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	tRNA	fig|411485.10.rna.2		VBIFaePra13114_r002		3093	3168	+	76		tRNA-Ala-TGC						
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	tRNA	fig|411485.10.rna.3		VBIFaePra13114_r003		3172	3248	+	77		tRNA-Ile-GAT						
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	rRNA	fig|411485.10.rna.4		VBIFaePra13114_r004		3455	6299	+	2845		Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA						
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	tRNA	fig|411485.10.rna.5		VBIFaePra13114_r005		6540	6614	+	75		tRNA-Glu-CTC						
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	tRNA	fig|411485.10.rna.6		VBIFaePra13114_r006		6618	6693	+	76		tRNA-Lys-CTT						
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.3	FAEPRAM212_00891	VBIFaePra13114_0003		6856	8049	-	1194		hypothetical protein	FIG00638284	PLF_216851_00000022	PGF_00220028			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.4	FAEPRAM212_00892	VBIFaePra13114_0004		8017	8607	+	591		hypothetical protein	FIG00638284	PLF_216851_00002079	PGF_01676658			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.5	FAEPRAM212_00894	VBIFaePra13114_0005		8617	9882	-	1266		Mobilization protein	FIG00638284	PLF_216851_00000040	PGF_00022344			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.6	FAEPRAM212_00896	VBIFaePra13114_0006		10337	11653	-	1317		FIG00529820: hypothetical protein	FIG01785463	PLF_216851_00000636	PGF_00426556			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.7	FAEPRAM212_00897	VBIFaePra13114_0007		11727	12329	-	603		DNA primase DnaG	FIG00019251	PLF_216851_00033882	PGF_00421679			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.8	FAEPRAM212_00898	VBIFaePra13114_0008		12583	13413	+	831		Antitoxin HigA / unknown domain	FIG01291632	PLF_216851_00000026	PGF_01676839			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.9	FAEPRAM212_00899	VBIFaePra13114_0009		13397	14062	+	666		RNA polymerase sigma factor RpoD	FIG00038814	PLF_216851_00000053	PGF_00046327	GO:0003677|DNA binding;GO:0003700|transcription factor activity;GO:0006352|transcription initiation;GO:0016987|sigma factor activity;GO:0030528|transcription regulator activity;GO:0045449|regulation of transcription		
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.10	FAEPRAM212_00905	VBIFaePra13114_0010		14759	15742	+	984		hypothetical protein	FIG00638284	PLF_216851_00015273	PGF_00312844			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.11	FAEPRAM212_00909	VBIFaePra13114_0011		17195	17443	-	249		hypothetical protein	FIG01348045	PLF_216851_00000006	PGF_01678979			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.12	FAEPRAM212_00911	VBIFaePra13114_0012		17870	18562	-	693		Argininosuccinate synthase (EC 6.3.4.5)	FIG00000301	PLF_216851_00000106	PGF_02862285	GO:0004055|argininosuccinate synthase activity	6.3.4.5|Argininosuccinate synthase	00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.13	FAEPRAM212_00912	VBIFaePra13114_0013		18766	19518	+	753		hypothetical protein	FIG00638284	PLF_216851_00001792	PGF_00102208			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.14	FAEPRAM212_00913	VBIFaePra13114_0014		19632	20966	-	1335		Integral membrane protein	FIG01956050	PLF_216851_00001736	PGF_02008007			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.15	FAEPRAM212_00915	VBIFaePra13114_0015		21917	23320	-	1404		hypothetical protein	FIG00638284	PLF_216851_00001629	PGF_01676533			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.16	FAEPRAM212_00916	VBIFaePra13114_0016		23322	24116	-	795		hypothetical protein	FIG00627851	PLF_216851_00001500	PGF_01987202			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.17	FAEPRAM212_00917	VBIFaePra13114_0017		24128	25924	-	1797		hypothetical protein	FIG01260980	PLF_216851_00001499	PGF_08225224			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.18	FAEPRAM212_00918	VBIFaePra13114_0018		25939	27201	-	1263		hypothetical protein	FIG00638284	PLF_216851_00001794	PGF_00358501			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.19	FAEPRAM212_00919	VBIFaePra13114_0019		27176	28993	-	1818		hypothetical protein	FIG00010876	PLF_216851_00001628	PGF_08225224			
411485.10	Faecalibacterium prausnitzii M21/2	NZ_DS483480	PATRIC	CDS	fig|411485.10.peg.20	FAEPRAM212_00920	VBIFaePra13114_0020		28990	29313	-	324		hypothetical protein	FIG00638284	PLF_216851_00002144	PGF_01676709			
