genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.1				Alpha-galactosidase (EC 3.2.1.22)	3.2.1.22	Alpha-galactosidase	00052	Galactose metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.1				Alpha-galactosidase (EC 3.2.1.22)	3.2.1.22	Alpha-galactosidase	00561	Glycerolipid metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.1				Alpha-galactosidase (EC 3.2.1.22)	3.2.1.22	Alpha-galactosidase	00600	Sphingolipid metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.1				Alpha-galactosidase (EC 3.2.1.22)	3.2.1.22	Alpha-galactosidase	00603	Glycosphingolipid biosynthesis - globo series
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.3				Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	2.8.1.7	Cysteine desulfurase	00730	Thiamine metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.19				Biosynthetic arginine decarboxylase (EC 4.1.1.19)	4.1.1.19	Arginine decarboxylase	00330	Arginine and proline metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.26				Shikimate kinase I (EC 2.7.1.71)	2.7.1.71	Shikimate kinase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.63				Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)	1.1.1.290	4-phosphoerythronate dehydrogenase	00750	Vitamin B6 metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.64				Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	2.1.2.2	Phosphoribosylglycinamide formyltransferase	00230	Purine metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.64				Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	2.1.2.2	Phosphoribosylglycinamide formyltransferase	00670	One carbon pool by folate
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.66				3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)	2.3.1.179	Beta-ketoacyl-[acyl-carrier-protein] synthase II	00061	Fatty acid biosynthesis
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.66				3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)	2.3.1.179	Beta-ketoacyl-[acyl-carrier-protein] synthase II	00780	Biotin metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.68				6-phosphofructokinase (EC 2.7.1.11)	2.7.1.11	6-phosphofructokinase	00010	Glycolysis / Gluconeogenesis
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.68				6-phosphofructokinase (EC 2.7.1.11)	2.7.1.11	6-phosphofructokinase	00030	Pentose phosphate pathway
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.68				6-phosphofructokinase (EC 2.7.1.11)	2.7.1.11	6-phosphofructokinase	00051	Fructose and mannose metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.68				6-phosphofructokinase (EC 2.7.1.11)	2.7.1.11	6-phosphofructokinase	00052	Galactose metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.68				6-phosphofructokinase (EC 2.7.1.11)	2.7.1.11	6-phosphofructokinase	00680	Methane metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.75				Cysteinyl-tRNA synthetase (EC 6.1.1.16)	6.1.1.16	Cysteine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.76				Cysteinyl-tRNA synthetase (EC 6.1.1.16)	6.1.1.16	Cysteine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.93				"Polypeptide N-acetylgalactosaminyltransferase 8 "	2.4.1.41	Polypeptide N-acetylgalactosaminyltransferase	00512	O-Glycan biosynthesis
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.102				Beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00052	Galactose metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.102				Beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00531	Glycosaminoglycan degradation
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.102				Beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00600	Sphingolipid metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.102				Beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00604	Glycosphingolipid biosynthesis - ganglio series
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.103				Beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00052	Galactose metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.103				Beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00531	Glycosaminoglycan degradation
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.103				Beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00600	Sphingolipid metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.103				Beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00604	Glycosphingolipid biosynthesis - ganglio series
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.107				Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	00540	Lipopolysaccharide biosynthesis
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.112				Arylsulfatase (EC 3.1.6.1)	3.1.6.1	Arylsulfatase	00140	C21-Steroid hormone metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.112				Arylsulfatase (EC 3.1.6.1)	3.1.6.1	Arylsulfatase	00600	Sphingolipid metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.113				Arylsulfatase (EC 3.1.6.1)	3.1.6.1	Arylsulfatase	00140	C21-Steroid hormone metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.113				Arylsulfatase (EC 3.1.6.1)	3.1.6.1	Arylsulfatase	00600	Sphingolipid metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.134				beta-glucosidase (EC 3.2.1.21)	3.2.1.21	Beta-glucosidase	00460	Cyanoamino acid metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.134				beta-glucosidase (EC 3.2.1.21)	3.2.1.21	Beta-glucosidase	00500	Starch and sucrose metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.134				beta-glucosidase (EC 3.2.1.21)	3.2.1.21	Beta-glucosidase	00940	Phenylpropanoid biosynthesis
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.135				beta-glucosidase (EC 3.2.1.21)	3.2.1.21	Beta-glucosidase	00460	Cyanoamino acid metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.135				beta-glucosidase (EC 3.2.1.21)	3.2.1.21	Beta-glucosidase	00500	Starch and sucrose metabolism
1235814.4	Bacteroides acidifaciens JCM 10556	fig|1235814.4.peg.135				beta-glucosidase (EC 3.2.1.21)	3.2.1.21	Beta-glucosidase	00940	Phenylpropanoid biosynthesis
