patric_id	pathway
fig|1203554.3.rna.1	
	
fig|1203554.3.rna.2	
fig|1203554.3.peg.1	
fig|1203554.3.peg.2	
fig|1203554.3.peg.3	
fig|1203554.3.rna.3	
fig|1203554.3.rna.4	
fig|1203554.3.rna.5	
fig|1203554.3.rna.6	
fig|1203554.3.rna.7	
fig|1203554.3.rna.8	
fig|1203554.3.rna.9	
fig|1203554.3.rna.10	
fig|1203554.3.rna.11	
fig|1203554.3.rna.12	
fig|1203554.3.peg.4	
fig|1203554.3.peg.5	
fig|1203554.3.peg.6	00561|Glycerolipid metabolism
	
fig|1203554.3.peg.7	00564|Glycerophospholipid metabolism
fig|1203554.3.peg.8	
fig|1203554.3.peg.9	
fig|1203554.3.peg.10	
fig|1203554.3.peg.11	
fig|1203554.3.peg.12	
fig|1203554.3.peg.13	
fig|1203554.3.peg.14	
fig|1203554.3.peg.15	
fig|1203554.3.peg.16	
fig|1203554.3.peg.17	00970|Aminoacyl-tRNA biosynthesis
fig|1203554.3.peg.18	
fig|1203554.3.peg.19	
fig|1203554.3.peg.20	00260|Glycine, serine and threonine metabolism;00460|Cyanoamino acid metabolism;00630|Glyoxylate and dicarboxylate metabolism;00670|One carbon pool by folate;00680|Methane metabolism
fig|1203554.3.peg.21	
fig|1203554.3.peg.22	
fig|1203554.3.peg.23	00740|Riboflavin metabolism;00740|Riboflavin metabolism
fig|1203554.3.peg.24	00740|Riboflavin metabolism
fig|1203554.3.peg.25	
fig|1203554.3.peg.26	
fig|1203554.3.peg.27	
fig|1203554.3.peg.28	
fig|1203554.3.peg.29	00627|1,4-Dichlorobenzene degradation;00790|Folate biosynthesis
fig|1203554.3.peg.30	00740|Riboflavin metabolism
fig|1203554.3.peg.31	
fig|1203554.3.peg.32	00730|Thiamine metabolism
fig|1203554.3.peg.33	00564|Glycerophospholipid metabolism
fig|1203554.3.peg.34	00760|Nicotinate and nicotinamide metabolism
fig|1203554.3.peg.35	
fig|1203554.3.peg.36	
fig|1203554.3.peg.37	
	
fig|1203554.3.peg.38	
fig|1203554.3.peg.39	
fig|1203554.3.peg.40	00240|Pyrimidine metabolism
fig|1203554.3.peg.41	
	
fig|1203554.3.peg.42	
fig|1203554.3.peg.43	
fig|1203554.3.peg.44	
fig|1203554.3.peg.45	00550|Peptidoglycan biosynthesis
fig|1203554.3.peg.46	
fig|1203554.3.peg.47	00860|Porphyrin and chlorophyll metabolism
fig|1203554.3.peg.48	
fig|1203554.3.peg.49	
fig|1203554.3.peg.50	
fig|1203554.3.peg.51	
fig|1203554.3.peg.52	
fig|1203554.3.peg.53	
fig|1203554.3.peg.54	00550|Peptidoglycan biosynthesis
fig|1203554.3.peg.55	00300|Lysine biosynthesis;00550|Peptidoglycan biosynthesis
fig|1203554.3.peg.56	00300|Lysine biosynthesis;00550|Peptidoglycan biosynthesis
fig|1203554.3.peg.57	00550|Peptidoglycan biosynthesis
fig|1203554.3.peg.58	00471|D-Glutamine and D-glutamate metabolism;00550|Peptidoglycan biosynthesis
fig|1203554.3.peg.59	00550|Peptidoglycan biosynthesis
fig|1203554.3.peg.60	00550|Peptidoglycan biosynthesis
fig|1203554.3.peg.61	00471|D-Glutamine and D-glutamate metabolism;00550|Peptidoglycan biosynthesis
fig|1203554.3.peg.62	00473|D-Alanine metabolism;00550|Peptidoglycan biosynthesis
fig|1203554.3.peg.63	
fig|1203554.3.peg.64	
fig|1203554.3.peg.65	
fig|1203554.3.peg.66	00540|Lipopolysaccharide biosynthesis
fig|1203554.3.peg.67	
fig|1203554.3.peg.68	
fig|1203554.3.peg.69	00330|Arginine and proline metabolism
fig|1203554.3.peg.70	
fig|1203554.3.peg.71	
fig|1203554.3.peg.72	
fig|1203554.3.peg.73	
fig|1203554.3.peg.74	
fig|1203554.3.peg.75	00770|Pantothenate and CoA biosynthesis
fig|1203554.3.rna.13	
fig|1203554.3.peg.76	00900|Terpenoid backbone biosynthesis
fig|1203554.3.peg.77	
fig|1203554.3.peg.78	
fig|1203554.3.peg.79	
fig|1203554.3.peg.80	00330|Arginine and proline metabolism
fig|1203554.3.peg.81	00970|Aminoacyl-tRNA biosynthesis
fig|1203554.3.peg.82	
fig|1203554.3.peg.83	
fig|1203554.3.peg.84	
fig|1203554.3.peg.85	
fig|1203554.3.peg.86	
fig|1203554.3.peg.87	
fig|1203554.3.peg.88	
fig|1203554.3.peg.89	
fig|1203554.3.peg.90	
fig|1203554.3.peg.91	
fig|1203554.3.peg.92	00061|Fatty acid biosynthesis
fig|1203554.3.peg.93	
fig|1203554.3.peg.94	
fig|1203554.3.peg.95	
fig|1203554.3.peg.96	
fig|1203554.3.peg.97	
fig|1203554.3.peg.98	
fig|1203554.3.peg.99	
fig|1203554.3.peg.100	
fig|1203554.3.peg.101	00250|Alanine, aspartate and glutamate metabolism;00460|Cyanoamino acid metabolism;00910|Nitrogen metabolism
fig|1203554.3.peg.102	
fig|1203554.3.peg.103	
fig|1203554.3.peg.104	
fig|1203554.3.peg.105	
fig|1203554.3.peg.106	
fig|1203554.3.peg.107	
fig|1203554.3.peg.108	
fig|1203554.3.peg.109	
fig|1203554.3.peg.110	
fig|1203554.3.peg.111	00540|Lipopolysaccharide biosynthesis;00900|Terpenoid backbone biosynthesis
fig|1203554.3.peg.112	
fig|1203554.3.peg.113	
fig|1203554.3.peg.114	
fig|1203554.3.peg.115	00061|Fatty acid biosynthesis
fig|1203554.3.peg.116	
fig|1203554.3.peg.117	
fig|1203554.3.peg.118	00300|Lysine biosynthesis;00380|Tryptophan metabolism;01053|Biosynthesis of siderophore group nonribosomal peptides
fig|1203554.3.peg.119	
fig|1203554.3.peg.120	
fig|1203554.3.peg.121	
fig|1203554.3.peg.122	
fig|1203554.3.peg.123	
fig|1203554.3.peg.124	
fig|1203554.3.peg.125	
fig|1203554.3.peg.126	00030|Pentose phosphate pathway;00710|Carbon fixation in photosynthetic organisms;01051|Biosynthesis of ansamycins
fig|1203554.3.peg.127	00010|Glycolysis / Gluconeogenesis
fig|1203554.3.peg.128	00010|Glycolysis / Gluconeogenesis;00710|Carbon fixation in photosynthetic organisms
fig|1203554.3.peg.129	
fig|1203554.3.peg.130	00190|Oxidative phosphorylation
fig|1203554.3.peg.131	
fig|1203554.3.peg.132	
fig|1203554.3.peg.133	00908|Zeatin biosynthesis
fig|1203554.3.peg.134	00230|Purine metabolism
fig|1203554.3.peg.135	
fig|1203554.3.peg.136	00260|Glycine, serine and threonine metabolism;00680|Methane metabolism
fig|1203554.3.peg.137	
fig|1203554.3.peg.138	00790|Folate biosynthesis
fig|1203554.3.rna.14	
fig|1203554.3.peg.139	
fig|1203554.3.peg.140	
fig|1203554.3.peg.141	
fig|1203554.3.peg.142	00983|Drug metabolism - other enzymes
fig|1203554.3.peg.143	
fig|1203554.3.peg.144	
fig|1203554.3.peg.145	
fig|1203554.3.peg.146	
fig|1203554.3.peg.147	
fig|1203554.3.peg.148	
fig|1203554.3.peg.149	
fig|1203554.3.peg.150	00564|Glycerophospholipid metabolism
fig|1203554.3.peg.151	
fig|1203554.3.peg.152	
fig|1203554.3.peg.153	
fig|1203554.3.peg.154	
fig|1203554.3.peg.155	
fig|1203554.3.peg.156	
fig|1203554.3.peg.157	
fig|1203554.3.peg.158	
fig|1203554.3.peg.159	00730|Thiamine metabolism
fig|1203554.3.peg.160	00730|Thiamine metabolism
fig|1203554.3.peg.161	
fig|1203554.3.peg.162	
fig|1203554.3.peg.163	
fig|1203554.3.peg.164	
fig|1203554.3.peg.165	
fig|1203554.3.peg.166	
fig|1203554.3.peg.167	
fig|1203554.3.peg.168	
fig|1203554.3.peg.169	
fig|1203554.3.peg.170	
fig|1203554.3.rna.15	
fig|1203554.3.peg.171	
fig|1203554.3.peg.172	00130|Ubiquinone and other terpenoid-quinone biosynthesis;00253|Tetracycline biosynthesis;00340|Histidine metabolism;00350|Tyrosine metabolism;00360|Phenylalanine metabolism;00380|Tryptophan metabolism;00450|Selenoamino acid metabolism;00522|Biosynthesis of 12-, 14- and 16-membered macrolides;00624|1- and 2-Methylnaphthalene degradation;00627|1,4-Dichlorobenzene degradation;00860|Porphyrin and chlorophyll metabolism;00940|Phenylpropanoid biosynthesis;00941|Flavonoid biosynthesis;00942|Anthocyanin biosynthesis;00945|Stilbenoid, diarylheptanoid and gingerol biosynthesis;00950|Isoquinoline alkaloid biosynthesis;00981|Insect hormone biosynthesis;01051|Biosynthesis of ansamycins;01057|Biosynthesis of type II polyketide products
fig|1203554.3.peg.173	
fig|1203554.3.peg.174	00061|Fatty acid biosynthesis
fig|1203554.3.peg.175	
fig|1203554.3.peg.176	
fig|1203554.3.peg.177	00760|Nicotinate and nicotinamide metabolism
fig|1203554.3.peg.178	
fig|1203554.3.peg.179	
fig|1203554.3.peg.180	
fig|1203554.3.peg.181	
fig|1203554.3.peg.182	
fig|1203554.3.peg.183	
fig|1203554.3.peg.184	
fig|1203554.3.peg.185	
fig|1203554.3.peg.186	
