genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000001	PATRIC	source					1	2866	+	2866								
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000001	PATRIC	CDS	fig|1226322.3.peg.1	HMPREF1545_00001	VBIOscSp258519_0001	U2R9G7	207	2171	+	1965		hypothetical protein	FIG00617494	PLF_459786_00002646	PGF_01283627			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000001	PATRIC	CDS	fig|1226322.3.peg.2	HMPREF1545_00002	VBIOscSp258519_0002	U2QQG3	2168	2776	+	609		ABC-type antimicrobial peptide transport system, ATPase component	FIG00744535	PLF_459786_00002647	PGF_10347576			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000002	PATRIC	source					1	1496	+	1496								
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000002	PATRIC	CDS	fig|1226322.3.peg.3	HMPREF1545_00003	VBIOscSp258519_0003	U2SRH8	158	484	+	327		hypothetical protein	FIG00002504	PLF_459786_00001923	PGF_01982336			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000002	PATRIC	CDS	fig|1226322.3.peg.4	HMPREF1545_00005	VBIOscSp258519_0004	U2R9F2	1023	1286	+	264		hypothetical protein		PLF_459786_00002443	PGF_08225224			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	source					1	70042	+	70042								
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.5	HMPREF1545_00011	VBIOscSp258519_0005	U2R945	357	545	+	189		hypothetical protein		PLF_459786_00003934	PGF_02631181			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.6	HMPREF1545_00012	VBIOscSp258519_0006	U2QQ49	542	1138	+	597		hypothetical protein		PLF_459786_00003465	PGF_02630725			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.7		VBIOscSp258519_0007		1142	1303	+	162		hypothetical protein		PLF_459786_00003973	PGF_02631219			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.8	HMPREF1545_00014	VBIOscSp258519_0008	U2SR61	1456	2442	+	987		hypothetical protein	FIG00028163	PLF_459786_00003325	PGF_02630593			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.9	HMPREF1545_00015	VBIOscSp258519_0009	U2SHT7	2439	3257	+	819		Phage recombination protein Bet	FIG00002410	PLF_459786_00002648	PGF_05792788			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.10	HMPREF1545_00016	VBIOscSp258519_0010	U2R950	3298	3951	+	654		hypothetical protein	FIG00638284	PLF_459786_00002649	PGF_02630277			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.11	HMPREF1545_00017	VBIOscSp258519_0011	U2QQ54	3935	5200	+	1266		hypothetical protein	FIG00638284	PLF_459786_00002650	PGF_02630278			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.12	HMPREF1545_00018	VBIOscSp258519_0012	U2R864	5175	5300	+	126		hypothetical protein		PLF_459786_00004102	PGF_02631348			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.13	HMPREF1545_00019	VBIOscSp258519_0013	U2SR65	5297	5677	+	381		hypothetical protein		PLF_459786_00003655	PGF_02630907			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.14	HMPREF1545_00021	VBIOscSp258519_0014	U2R953	5891	6262	+	372		hypothetical protein		PLF_459786_00003670	PGF_02630921			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.15	HMPREF1545_00022	VBIOscSp258519_0015	U2QQ56	6335	6586	+	252		hypothetical protein		PLF_459786_00003819	PGF_02631067			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.16	HMPREF1545_00023	VBIOscSp258519_0016	U2R868	6583	6960	+	378		hypothetical protein		PLF_459786_00003664	PGF_02630915			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.17		VBIOscSp258519_0017		7261	7377	-	117		hypothetical protein		PLF_459786_00004152	PGF_02631398			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.18	HMPREF1545_00025	VBIOscSp258519_0018	U2SHU5	7533	7727	+	195		hypothetical protein		PLF_459786_00002533	PGF_02630174			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.19	HMPREF1545_00026	VBIOscSp258519_0019	U2R956	7730	8044	+	315		hypothetical protein		PLF_459786_00000890	PGF_01259624			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.20	HMPREF1545_00027	VBIOscSp258519_0020	U2QQ60	8044	8280	+	237		hypothetical protein		PLF_459786_00003843	PGF_02631090			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.21	HMPREF1545_00028	VBIOscSp258519_0021	U2R873	8280	8729	+	450		hypothetical protein		PLF_459786_00003569	PGF_02630824			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.22	HMPREF1545_00029	VBIOscSp258519_0022	U2SR75	8731	8982	+	252		hypothetical protein		PLF_459786_00008223	PGF_02634009			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.23	HMPREF1545_00030	VBIOscSp258519_0023	U2SHU9	8985	9491	+	507		hypothetical protein		PLF_459786_00003525	PGF_02630781			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.24	HMPREF1545_00031	VBIOscSp258519_0024	U2R961	9754	9867	+	114		hypothetical protein		PLF_459786_00004170	PGF_02631416			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.25	HMPREF1545_00032	VBIOscSp258519_0025	U2QQ64	9864	10178	+	315		hypothetical protein		PLF_459786_00003737	PGF_02630986			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.26	HMPREF1545_00035	VBIOscSp258519_0026	U2SHV4	10904	11407	+	504		hypothetical protein		PLF_459786_00003526	PGF_02630782			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.27	HMPREF1545_00036	VBIOscSp258519_0027	U2R965	11521	11805	+	285		hypothetical protein		PLF_459786_00002534	PGF_02630175			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.28	HMPREF1545_00037	VBIOscSp258519_0028	U2QQ67	11802	12104	+	303		hypothetical protein		PLF_459786_00003758	PGF_02631006			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.29	HMPREF1545_00038	VBIOscSp258519_0029	U2R880	12101	12277	+	177		hypothetical protein		PLF_459786_00014243	PGF_12783584			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.30	HMPREF1545_00039	VBIOscSp258519_0030	U2SR85	12270	12500	+	231		hypothetical protein		PLF_459786_00000886	PGF_02634652			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.31	HMPREF1545_00041	VBIOscSp258519_0031	U2R970	13148	13642	+	495		hypothetical protein		PLF_459786_00003536	PGF_02630792			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.32	HMPREF1545_00042	VBIOscSp258519_0032	U2QQ70	13649	14071	+	423		hypothetical protein		PLF_459786_00003594	PGF_02630848			
1226322.3	Oscillibacter sp. KLE 1728	AWVN01000003	PATRIC	CDS	fig|1226322.3.peg.33	HMPREF1545_00043	VBIOscSp258519_0033	U2R883	14140	15342	+	1203		Phage terminase, large subunit	FIG00017949	PLF_459786_00000051	PGF_07052665			
