patric_id	pathway
	
fig|411477.4.peg.1	
fig|411477.4.peg.2	
fig|411477.4.peg.3	
fig|411477.4.peg.4	
fig|411477.4.peg.5	
fig|411477.4.peg.6	00473|D-Alanine metabolism;00550|Peptidoglycan biosynthesis
fig|411477.4.peg.7	
fig|411477.4.peg.8	
fig|411477.4.peg.9	
fig|411477.4.peg.10	00330|Arginine and proline metabolism
fig|411477.4.peg.11	00330|Arginine and proline metabolism
fig|411477.4.peg.12	
fig|411477.4.peg.13	
fig|411477.4.peg.14	00521|Streptomycin biosynthesis;00562|Inositol phosphate metabolism;04070|Phosphatidylinositol signaling system
fig|411477.4.peg.15	
fig|411477.4.peg.16	
fig|411477.4.peg.17	
fig|411477.4.peg.18	
fig|411477.4.peg.19	
fig|411477.4.peg.20	
fig|411477.4.peg.21	
fig|411477.4.peg.22	
fig|411477.4.peg.23	
fig|411477.4.peg.24	
fig|411477.4.peg.25	
fig|411477.4.peg.26	
fig|411477.4.peg.27	00061|Fatty acid biosynthesis
fig|411477.4.peg.28	
fig|411477.4.peg.29	00061|Fatty acid biosynthesis;00253|Tetracycline biosynthesis;00280|Valine, leucine and isoleucine degradation;00620|Pyruvate metabolism;00630|Glyoxylate and dicarboxylate metabolism;00640|Propanoate metabolism;00640|Propanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation);00720|Reductive carboxylate cycle (CO2 fixation)
fig|411477.4.peg.30	
fig|411477.4.peg.31	
fig|411477.4.peg.32	00230|Purine metabolism;00240|Pyrimidine metabolism
fig|411477.4.peg.33	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
fig|411477.4.peg.34	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
fig|411477.4.peg.35	
fig|411477.4.peg.36	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
fig|411477.4.peg.37	
fig|411477.4.peg.38	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
fig|411477.4.peg.39	
fig|411477.4.peg.40	
fig|411477.4.peg.41	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
fig|411477.4.peg.42	
fig|411477.4.peg.43	
fig|411477.4.peg.44	
fig|411477.4.peg.45	
fig|411477.4.peg.46	
fig|411477.4.peg.47	
fig|411477.4.peg.48	
fig|411477.4.peg.49	
fig|411477.4.peg.50	00240|Pyrimidine metabolism;00250|Alanine, aspartate and glutamate metabolism
fig|411477.4.peg.51	
fig|411477.4.peg.52	
fig|411477.4.peg.53	
	
fig|411477.4.peg.54	
fig|411477.4.peg.55	
fig|411477.4.peg.56	
fig|411477.4.peg.57	
fig|411477.4.peg.58	
fig|411477.4.peg.59	
fig|411477.4.peg.60	
fig|411477.4.peg.61	
fig|411477.4.peg.62	
fig|411477.4.peg.63	
fig|411477.4.peg.64	
fig|411477.4.peg.65	
fig|411477.4.peg.66	
fig|411477.4.peg.67	
fig|411477.4.peg.68	
fig|411477.4.peg.69	
fig|411477.4.rna.1	
fig|411477.4.peg.70	00051|Fructose and mannose metabolism;00520|Amino sugar and nucleotide sugar metabolism
fig|411477.4.peg.71	
fig|411477.4.peg.72	00300|Lysine biosynthesis;00550|Peptidoglycan biosynthesis;00473|D-Alanine metabolism
fig|411477.4.peg.73	00061|Fatty acid biosynthesis
fig|411477.4.peg.74	
fig|411477.4.peg.75	
fig|411477.4.peg.76	
fig|411477.4.peg.77	
fig|411477.4.peg.78	
fig|411477.4.peg.79	00051|Fructose and mannose metabolism;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
fig|411477.4.peg.80	00500|Starch and sucrose metabolism
fig|411477.4.peg.81	00240|Pyrimidine metabolism
fig|411477.4.peg.82	
fig|411477.4.peg.83	
fig|411477.4.peg.84	
fig|411477.4.peg.85	
fig|411477.4.peg.86	
fig|411477.4.peg.87	
fig|411477.4.peg.88	
fig|411477.4.peg.89	00260|Glycine, serine and threonine metabolism;00270|Cysteine and methionine metabolism;00300|Lysine biosynthesis
fig|411477.4.peg.90	00521|Streptomycin biosynthesis;00523|Polyketide sugar unit biosynthesis
fig|411477.4.peg.91	
fig|411477.4.peg.92	
fig|411477.4.peg.93	
fig|411477.4.peg.94	
fig|411477.4.peg.95	
fig|411477.4.peg.96	
fig|411477.4.peg.97	
fig|411477.4.peg.98	
fig|411477.4.peg.99	
fig|411477.4.peg.100	
fig|411477.4.peg.101	
fig|411477.4.peg.102	
fig|411477.4.peg.103	
fig|411477.4.peg.104	
fig|411477.4.peg.105	
fig|411477.4.peg.106	00564|Glycerophospholipid metabolism
fig|411477.4.peg.107	
fig|411477.4.peg.108	
fig|411477.4.peg.109	
fig|411477.4.peg.110	
fig|411477.4.peg.111	
fig|411477.4.peg.112	
fig|411477.4.peg.113	
fig|411477.4.peg.114	
fig|411477.4.peg.115	
fig|411477.4.peg.116	00020|Citrate cycle (TCA cycle);00190|Oxidative phosphorylation
fig|411477.4.peg.117	00020|Citrate cycle (TCA cycle);00190|Oxidative phosphorylation
fig|411477.4.peg.118	
fig|411477.4.peg.119	
fig|411477.4.peg.120	
fig|411477.4.peg.121	
fig|411477.4.peg.122	
fig|411477.4.peg.123	
fig|411477.4.peg.124	
fig|411477.4.peg.125	
fig|411477.4.peg.126	
fig|411477.4.peg.127	
fig|411477.4.peg.128	
fig|411477.4.peg.129	
fig|411477.4.peg.130	
