genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
908612.3	Alistipes sp. HGB5	fig|908612.3.peg.6	HMPREF9720_1520	VBIAliSp174513_0006		Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(P)(+))	00564	Glycerophospholipid metabolism
908612.3	Alistipes sp. HGB5	fig|908612.3.peg.20	HMPREF9720_1533	VBIAliSp174513_0020		Fructokinase (EC 2.7.1.4)	2.7.1.4	Fructokinase	00051	Fructose and mannose metabolism
908612.3	Alistipes sp. HGB5	fig|908612.3.peg.20	HMPREF9720_1533	VBIAliSp174513_0020		Fructokinase (EC 2.7.1.4)	2.7.1.4	Fructokinase	00500	Starch and sucrose metabolism
908612.3	Alistipes sp. HGB5	fig|908612.3.peg.20	HMPREF9720_1533	VBIAliSp174513_0020		Fructokinase (EC 2.7.1.4)	2.7.1.4	Fructokinase	00520	Amino sugar and nucleotide sugar metabolism
908612.3	Alistipes sp. HGB5	fig|908612.3.peg.31	HMPREF9720_1547	VBIAliSp174513_0031		N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126)	4.2.1.126	N-acetylmuramic acid 6-phosphate etherase	00520	Amino sugar and nucleotide sugar metabolism
908612.3	Alistipes sp. HGB5	fig|908612.3.peg.36	HMPREF9720_1552	VBIAliSp174513_0036		Glutamine synthetase type III, GlnN (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00250	Alanine, aspartate and glutamate metabolism
908612.3	Alistipes sp. HGB5	fig|908612.3.peg.36	HMPREF9720_1552	VBIAliSp174513_0036		Glutamine synthetase type III, GlnN (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00330	Arginine and proline metabolism
908612.3	Alistipes sp. HGB5	fig|908612.3.peg.36	HMPREF9720_1552	VBIAliSp174513_0036		Glutamine synthetase type III, GlnN (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00630	Glyoxylate and dicarboxylate metabolism
908612.3	Alistipes sp. HGB5	fig|908612.3.peg.36	HMPREF9720_1552	VBIAliSp174513_0036		Glutamine synthetase type III, GlnN (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00910	Nitrogen metabolism
908612.3	Alistipes sp. HGB5	fig|908612.3.peg.38	HMPREF9720_1553	VBIAliSp174513_0038		Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)	5.4.99.2	Methylmalonyl-CoA mutase	00280	Valine, leucine and isoleucine degradation
