genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
999419.3	Parabacteroides johnsonii CL02T12C29	fig|999419.3.peg.27	HMPREF1077_00031	VBIParJoh187519_0027		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	00900	Terpenoid backbone biosynthesis
999419.3	Parabacteroides johnsonii CL02T12C29	fig|999419.3.peg.32	HMPREF1077_00036	VBIParJoh187519_0032		Triosephosphate isomerase (EC 5.3.1.1)	5.3.1.1	Triose-phosphate isomerase	00010	Glycolysis / Gluconeogenesis
999419.3	Parabacteroides johnsonii CL02T12C29	fig|999419.3.peg.32	HMPREF1077_00036	VBIParJoh187519_0032		Triosephosphate isomerase (EC 5.3.1.1)	5.3.1.1	Triose-phosphate isomerase	00051	Fructose and mannose metabolism
999419.3	Parabacteroides johnsonii CL02T12C29	fig|999419.3.peg.32	HMPREF1077_00036	VBIParJoh187519_0032		Triosephosphate isomerase (EC 5.3.1.1)	5.3.1.1	Triose-phosphate isomerase	00562	Inositol phosphate metabolism
999419.3	Parabacteroides johnsonii CL02T12C29	fig|999419.3.peg.32	HMPREF1077_00036	VBIParJoh187519_0032		Triosephosphate isomerase (EC 5.3.1.1)	5.3.1.1	Triose-phosphate isomerase	00710	Carbon fixation in photosynthetic organisms
999419.3	Parabacteroides johnsonii CL02T12C29	fig|999419.3.peg.34	HMPREF1077_00038	VBIParJoh187519_0034		GTP cyclohydrolase I (EC 3.5.4.16) type 1	3.5.4.16	GTP cyclohydrolase I	00790	Folate biosynthesis
999419.3	Parabacteroides johnsonii CL02T12C29	fig|999419.3.peg.42	HMPREF1077_00045	VBIParJoh187519_0042		Oxaloacetate decarboxylase Na(+) pump, beta chain (EC 4.1.1.3)	4.1.1.3	Oxaloacetate decarboxylase	00330	Arginine and proline metabolism
999419.3	Parabacteroides johnsonii CL02T12C29	fig|999419.3.peg.42	HMPREF1077_00045	VBIParJoh187519_0042		Oxaloacetate decarboxylase Na(+) pump, beta chain (EC 4.1.1.3)	4.1.1.3	Oxaloacetate decarboxylase	00620	Pyruvate metabolism
999419.3	Parabacteroides johnsonii CL02T12C29	fig|999419.3.peg.43	HMPREF1077_00046	VBIParJoh187519_0043		Oxaloacetate decarboxylase Na(+) pump, alpha chain (EC 4.1.1.3)	4.1.1.3	Oxaloacetate decarboxylase	00330	Arginine and proline metabolism
999419.3	Parabacteroides johnsonii CL02T12C29	fig|999419.3.peg.43	HMPREF1077_00046	VBIParJoh187519_0043		Oxaloacetate decarboxylase Na(+) pump, alpha chain (EC 4.1.1.3)	4.1.1.3	Oxaloacetate decarboxylase	00620	Pyruvate metabolism
