genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	source					1	141888	+	141888								
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.1		VBIParXyl161988_0001		347	469	-	123		hypothetical protein						
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.2	HMPREF9442_00003	VBIParXyl161988_0002		664	1296	+	633		Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	FIG00000407		PGF_01291823	GO:0004789|thiamine-phosphate diphosphorylase activity	2.5.1.3|Thiamine-phosphate diphosphorylase	00730|Thiamine metabolism
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.3	HMPREF9442_00004	VBIParXyl161988_0003		1309	3036	+	1728		Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)	FIG01958823		PGF_00012969		4.1.99.17|Phosphomethylpyrimidine synthase	
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.4	HMPREF9442_00005	VBIParXyl161988_0004		3236	3844	+	609		Thiazole tautomerase TenI (EC 5.3.99.10)	FIG00000407		PGF_00056545		5.3.99.10|Thiazole tautomerase	
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.5	HMPREF9442_00006	VBIParXyl161988_0005		3905	4822	+	918		Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	FIG00096830		PGF_00048782	GO:0004749|ribose phosphate diphosphokinase activity	2.7.6.1|Ribose-phosphate diphosphokinase	00030|Pentose phosphate pathway;00230|Purine metabolism
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.6	HMPREF9442_00007	VBIParXyl161988_0006		5004	6017	+	1014		hypothetical protein			PGF_01177360			
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.7	HMPREF9442_00008	VBIParXyl161988_0007		6114	8678	-	2565		Glycogen phosphorylase (EC 2.4.1.1)	FIG00000476		PGF_00008872	GO:0004645|phosphorylase activity	2.4.1.1|Glycogen phosphorylase	00500|Starch and sucrose metabolism
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.8	HMPREF9442_00009	VBIParXyl161988_0008		8718	10382	-	1665		Glycogen [starch] synthase, eukaryotic (EC 2.4.1.11)	FIG00406857		PGF_00008863	GO:0004373|glycogen (starch) synthase activity	2.4.1.11|Glycogen(starch) synthase	00500|Starch and sucrose metabolism
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.9	HMPREF9442_00010	VBIParXyl161988_0009		10596	11012	+	417		hypothetical protein			PGF_01178310			
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.10	HMPREF9442_00012	VBIParXyl161988_0010		11078	11740	-	663		hypothetical protein			PGF_01176825			
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.11	HMPREF9442_00013	VBIParXyl161988_0011		11762	13717	-	1956		hypothetical protein	FIG00638284		PGF_01176826			
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.12	HMPREF9442_00014	VBIParXyl161988_0012		13819	14808	-	990		Exopolyphosphatase (EC 3.6.1.11)	FIG00066575		PGF_05471309	GO:0004309|exopolyphosphatase activity	3.6.1.11|Exopolyphosphatase	00230|Purine metabolism
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.13	HMPREF9442_00015	VBIParXyl161988_0013		14811	16904	-	2094		Polyphosphate kinase (EC 2.7.4.1)	FIG00000504		PGF_05195470	GO:0008976|polyphosphate kinase activity	2.7.4.1|Polyphosphate kinase	00190|Oxidative phosphorylation
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.14	HMPREF9442_00016	VBIParXyl161988_0014		17020	19263	-	2244		Probable low-affinity inorganic phosphate transporter	FIG00009601		PGF_00037173			
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.15	HMPREF9442_00017	VBIParXyl161988_0015		19347	19565	+	219		hypothetical protein						
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.16	HMPREF9442_00018	VBIParXyl161988_0016		19599	20702	+	1104		hypothetical protein			PGF_01177299			
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.17	HMPREF9442_00019	VBIParXyl161988_0017		20746	22218	+	1473		hypothetical protein	FIG00638284		PGF_01176827			
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.18	HMPREF9442_00020	VBIParXyl161988_0018		22246	22914	+	669		hypothetical protein	FIG01746659		PGF_08225224			
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.19	HMPREF9442_00021	VBIParXyl161988_0019		22993	24261	-	1269		hypothetical protein	FIG00638284					
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.20	HMPREF9442_00022	VBIParXyl161988_0020		24908	25435	+	528		hypothetical protein			PGF_01178020			
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.21	HMPREF9442_00024	VBIParXyl161988_0021		25714	26910	+	1197		Tryptophan synthase beta chain (EC 4.2.1.20)	FIG00116323		PGF_00062027	GO:0004834|tryptophan synthase activity	4.2.1.20|Tryptophan synthase	00260|Glycine, serine and threonine metabolism;00400|Phenylalanine, tyrosine and tryptophan biosynthesis
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.22	HMPREF9442_00025	VBIParXyl161988_0022		26950	28350	+	1401		Anthranilate synthase, aminase component (EC 4.1.3.27)	FIG00011663		PGF_00056814	GO:0004049|anthranilate synthase activity	4.1.3.27|Anthranilate synthase	00400|Phenylalanine, tyrosine and tryptophan biosynthesis
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.23	HMPREF9442_00026	VBIParXyl161988_0023		28375	28950	+	576		Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	FIG00132685		PGF_10490900	GO:0004049|anthranilate synthase activity;GO:0046820|4-amino-4-deoxychorismate synthase activity	4.1.3.27|Anthranilate synthase;2.6.1.85|Aminodeoxychorismate synthase	00400|Phenylalanine, tyrosine and tryptophan biosynthesis;00790|Folate biosynthesis
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.24	HMPREF9442_00027	VBIParXyl161988_0024		29106	30098	+	993		hypothetical protein	FIG00638284		PGF_00368895			
762982.3	Paraprevotella xylaniphila YIT 11841	NZ_AFBR01000001	PATRIC	CDS	fig|762982.3.peg.25		VBIParXyl161988_0025		30172	30303	-	132		hypothetical protein						
