patric_id	pathway
fig|515620.4.peg.1	
	
fig|515620.4.peg.2	00230|Purine metabolism;00240|Pyrimidine metabolism
fig|515620.4.peg.3	
fig|515620.4.peg.4	
fig|515620.4.peg.5	
fig|515620.4.peg.6	
fig|515620.4.peg.7	
fig|515620.4.peg.8	
fig|515620.4.peg.9	00020|Citrate cycle (TCA cycle);00720|Reductive carboxylate cycle (CO2 fixation);00630|Glyoxylate and dicarboxylate metabolism
fig|515620.4.peg.10	00020|Citrate cycle (TCA cycle);00720|Reductive carboxylate cycle (CO2 fixation);00630|Glyoxylate and dicarboxylate metabolism
fig|515620.4.peg.11	
fig|515620.4.rna.1	
fig|515620.4.peg.12	
fig|515620.4.rna.2	
fig|515620.4.rna.3	
fig|515620.4.rna.4	
fig|515620.4.rna.5	
fig|515620.4.rna.6	
fig|515620.4.rna.7	
fig|515620.4.rna.8	
fig|515620.4.rna.9	
fig|515620.4.peg.13	
fig|515620.4.peg.14	
fig|515620.4.peg.15	
fig|515620.4.peg.16	
fig|515620.4.peg.17	00230|Purine metabolism;00240|Pyrimidine metabolism
fig|515620.4.peg.18	
fig|515620.4.peg.19	
fig|515620.4.peg.20	
fig|515620.4.peg.21	
fig|515620.4.peg.22	
fig|515620.4.peg.23	
fig|515620.4.peg.24	
fig|515620.4.peg.25	
fig|515620.4.peg.26	
fig|515620.4.peg.27	00030|Pentose phosphate pathway;00040|Pentose and glucuronate interconversions
fig|515620.4.peg.28	
fig|515620.4.peg.29	
fig|515620.4.peg.30	00970|Aminoacyl-tRNA biosynthesis
fig|515620.4.peg.31	
fig|515620.4.peg.32	
fig|515620.4.peg.33	
fig|515620.4.peg.34	
fig|515620.4.peg.35	00500|Starch and sucrose metabolism
fig|515620.4.peg.36	
fig|515620.4.peg.37	
fig|515620.4.peg.38	
fig|515620.4.peg.39	
fig|515620.4.peg.40	00270|Cysteine and methionine metabolism;00920|Sulfur metabolism
fig|515620.4.peg.41	00010|Glycolysis / Gluconeogenesis;00030|Pentose phosphate pathway;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
fig|515620.4.peg.42	
fig|515620.4.peg.43	
fig|515620.4.peg.44	00550|Peptidoglycan biosynthesis
fig|515620.4.peg.45	
