genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	fig|1121101.3.peg.8	HMPREF1532_00010	VBIBacSal252652_0008		CDP-glucose 4,6-dehydratase (EC 4.2.1.45)	4.2.1.45	CDP-glucose 4,6-dehydratase	00520	Amino sugar and nucleotide sugar metabolism
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	fig|1121101.3.peg.10	HMPREF1532_00012	VBIBacSal252652_0010		Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)	2.7.7.33	Glucose-1-phosphate cytidylyltransferase	00500	Starch and sucrose metabolism
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	fig|1121101.3.peg.10	HMPREF1532_00012	VBIBacSal252652_0010		Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)	2.7.7.33	Glucose-1-phosphate cytidylyltransferase	00520	Amino sugar and nucleotide sugar metabolism
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	fig|1121101.3.peg.12	HMPREF1532_00014	VBIBacSal252652_0012		Tyrosine-protein kinase (EC 2.7.10.2)	2.7.10.2	Non-specific protein-tyrosine kinase	04660	T cell receptor signaling pathway
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	fig|1121101.3.peg.19	HMPREF1532_00021	VBIBacSal252652_0019		GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	4.2.1.47	GDP-mannose 4,6-dehydratase	00051	Fructose and mannose metabolism
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	fig|1121101.3.peg.19	HMPREF1532_00021	VBIBacSal252652_0019		GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	4.2.1.47	GDP-mannose 4,6-dehydratase	00520	Amino sugar and nucleotide sugar metabolism
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	fig|1121101.3.peg.20	HMPREF1532_00022	VBIBacSal252652_0020		GDP-L-fucose synthetase (EC 1.1.1.271)	1.1.1.271	GDP-L-fucose synthase	00051	Fructose and mannose metabolism
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	fig|1121101.3.peg.20	HMPREF1532_00022	VBIBacSal252652_0020		GDP-L-fucose synthetase (EC 1.1.1.271)	1.1.1.271	GDP-L-fucose synthase	00520	Amino sugar and nucleotide sugar metabolism
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	fig|1121101.3.peg.21	HMPREF1532_00023	VBIBacSal252652_0021		Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	6.2.1.3	Long-chain-fatty-acid--CoA ligase	00071	Fatty acid metabolism
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	fig|1121101.3.peg.24	HMPREF1532_00026	VBIBacSal252652_0024		Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	3.1.3.11	Fructose-bisphosphatase	00010	Glycolysis / Gluconeogenesis
