patric_id	pathway
	
fig|665953.3.peg.1	
fig|665953.3.peg.2	
fig|665953.3.peg.3	
fig|665953.3.peg.4	00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism;00630|Glyoxylate and dicarboxylate metabolism;00910|Nitrogen metabolism
fig|665953.3.peg.5	
fig|665953.3.peg.6	
fig|665953.3.peg.7	
fig|665953.3.peg.8	
fig|665953.3.peg.9	
fig|665953.3.peg.10	
fig|665953.3.peg.11	
fig|665953.3.peg.12	
fig|665953.3.peg.13	00730|Thiamine metabolism;00900|Terpenoid backbone biosynthesis
fig|665953.3.peg.14	
fig|665953.3.peg.15	
fig|665953.3.peg.16	
fig|665953.3.peg.17	
fig|665953.3.peg.18	
fig|665953.3.peg.19	
fig|665953.3.peg.20	
fig|665953.3.peg.21	
fig|665953.3.peg.22	
fig|665953.3.peg.23	
fig|665953.3.peg.24	
fig|665953.3.peg.25	
fig|665953.3.peg.26	
fig|665953.3.peg.27	
fig|665953.3.peg.28	
fig|665953.3.peg.29	
fig|665953.3.peg.30	00230|Purine metabolism
fig|665953.3.peg.31	
fig|665953.3.peg.32	
fig|665953.3.peg.33	
fig|665953.3.peg.34	
fig|665953.3.peg.35	00521|Streptomycin biosynthesis;00523|Polyketide sugar unit biosynthesis
fig|665953.3.peg.36	
fig|665953.3.peg.37	
fig|665953.3.peg.38	
fig|665953.3.peg.39	
fig|665953.3.peg.40	
fig|665953.3.peg.41	
fig|665953.3.pg.1	
fig|665953.3.peg.42	
fig|665953.3.peg.43	
fig|665953.3.pg.2	
fig|665953.3.pg.3	
fig|665953.3.peg.44	
fig|665953.3.peg.45	
fig|665953.3.peg.46	
fig|665953.3.peg.47	
fig|665953.3.peg.48	
fig|665953.3.peg.49	
fig|665953.3.peg.50	
fig|665953.3.peg.51	
fig|665953.3.peg.52	
fig|665953.3.peg.53	
fig|665953.3.peg.54	
fig|665953.3.peg.55	
fig|665953.3.peg.56	
fig|665953.3.peg.57	
fig|665953.3.peg.58	
fig|665953.3.peg.59	
fig|665953.3.peg.60	
fig|665953.3.peg.61	
fig|665953.3.peg.62	
fig|665953.3.peg.63	
fig|665953.3.peg.64	
fig|665953.3.peg.65	
fig|665953.3.peg.66	
fig|665953.3.peg.67	
fig|665953.3.peg.68	
fig|665953.3.peg.69	
fig|665953.3.peg.70	
fig|665953.3.peg.71	
fig|665953.3.peg.72	
fig|665953.3.peg.73	
fig|665953.3.peg.74	
fig|665953.3.peg.75	00330|Arginine and proline metabolism;00620|Pyruvate metabolism
fig|665953.3.peg.76	00330|Arginine and proline metabolism;00620|Pyruvate metabolism
fig|665953.3.peg.77	00330|Arginine and proline metabolism;00620|Pyruvate metabolism
fig|665953.3.peg.78	
fig|665953.3.peg.79	
fig|665953.3.peg.80	
fig|665953.3.peg.81	00500|Starch and sucrose metabolism
fig|665953.3.peg.82	
fig|665953.3.peg.83	
fig|665953.3.peg.84	
fig|665953.3.pg.4	
fig|665953.3.peg.85	
fig|665953.3.peg.86	
fig|665953.3.peg.87	
fig|665953.3.peg.88	
fig|665953.3.peg.89	00500|Starch and sucrose metabolism
fig|665953.3.peg.90	
fig|665953.3.peg.91	
fig|665953.3.peg.92	
fig|665953.3.peg.93	00770|Pantothenate and CoA biosynthesis
fig|665953.3.peg.94	00540|Lipopolysaccharide biosynthesis
fig|665953.3.peg.95	
fig|665953.3.peg.96	
fig|665953.3.peg.97	
fig|665953.3.peg.98	00010|Glycolysis / Gluconeogenesis;00710|Carbon fixation in photosynthetic organisms
fig|665953.3.peg.99	
fig|665953.3.peg.100	
fig|665953.3.peg.101	00970|Aminoacyl-tRNA biosynthesis
fig|665953.3.peg.102	00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
fig|665953.3.peg.103	
fig|665953.3.peg.104	
fig|665953.3.peg.105	00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
fig|665953.3.peg.106	
fig|665953.3.peg.107	
fig|665953.3.peg.108	
fig|665953.3.peg.109	
fig|665953.3.peg.110	
fig|665953.3.rna.1	
fig|665953.3.peg.111	
fig|665953.3.peg.112	
fig|665953.3.peg.113	
fig|665953.3.peg.114	
fig|665953.3.peg.115	
fig|665953.3.peg.116	
fig|665953.3.peg.117	
fig|665953.3.peg.118	
fig|665953.3.peg.119	
fig|665953.3.peg.120	00330|Arginine and proline metabolism;00340|Histidine metabolism;00410|beta-Alanine metabolism
fig|665953.3.peg.121	
fig|665953.3.peg.122	
