genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	source					1	24176	+	24176								
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.1		VBITanSp139735_0001		500	622	+	123		hypothetical protein		PLF_195950_00007005	PGF_03725522			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.2	HMPREF1033_00002	VBITanSp139735_0002	G9RZR6	673	1179	+	507		DNA protection during starvation protein	FIG00001887	PLF_195950_00005889	PGF_08185340			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.3	HMPREF1033_00003	VBITanSp139735_0003	G9RZR7	1336	1578	+	243		hypothetical protein		PLF_195950_00003101	PGF_02835140			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.4	HMPREF1033_00004	VBITanSp139735_0004	G9RZR8	1606	3162	+	1557		Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	FIG00096593	PLF_195950_00000229	PGF_01605461	GO:0006118|electron transport;GO:0016020|membrane;GO:0016491|oxidoreductase activity	1.10.3.-|With oxygen as acceptor.	00965|Betalain biosynthesis
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.5	HMPREF1033_00005	VBITanSp139735_0005	G9RZR9	3169	4320	+	1152		Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	FIG00000390	PLF_195950_00000790	PGF_10109529	GO:0006118|electron transport;GO:0016020|membrane	1.10.3.-|With oxygen as acceptor.	00965|Betalain biosynthesis
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.6	HMPREF1033_00006	VBITanSp139735_0006	G9RZS0	4399	4980	-	582		Electron transport complex protein RnfA	FIG00001505	PLF_195950_00000194	PGF_00424131			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.7	HMPREF1033_00007	VBITanSp139735_0007	G9RZS1	4984	5568	-	585		Electron transport complex protein RnfE	FIG00134060	PLF_195950_00003556	PGF_00424141			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.8	HMPREF1033_00008	VBITanSp139735_0008	G9RZS2	5584	6207	-	624		Electron transport complex protein RnfG	FIG00002689	PLF_195950_00000605	PGF_01484108			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.9	HMPREF1033_00009	VBITanSp139735_0009	G9RZS3	6200	7150	-	951		Electron transport complex protein RnfD	FIG00022976	PLF_195950_00000659	PGF_01678333			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.10	HMPREF1033_00010	VBITanSp139735_0010	G9RZS4	7172	8509	-	1338		Electron transport complex protein RnfC	FIG00018536	PLF_195950_00000395	PGF_04400591			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.11	HMPREF1033_00011	VBITanSp139735_0011	G9RZS5	8569	9423	-	855		Electron transport complex protein RnfB	FIG00133292	PLF_195950_00000621	PGF_10332317			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.12	HMPREF1033_00012	VBITanSp139735_0012	G9RZS6	9458	9871	-	414		hypothetical protein		PLF_195950_00006020	PGF_03724633			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.13	HMPREF1033_00013	VBITanSp139735_0013	G9RZS7	10131	11333	+	1203		dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	FIG00030688	PLF_195950_00003596	PGF_03056683	GO:0008460|dTDP-glucose 4,6-dehydratase activity	4.2.1.46|dTDP-glucose 4,6-dehydratase	00521|Streptomycin biosynthesis;00523|Polyketide sugar unit biosynthesis;01055|Biosynthesis of vancomycin group antibiotics
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.14	HMPREF1033_00014	VBITanSp139735_0014	G9RZS8	11339	12235	+	897		Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	FIG00000187	PLF_195950_00000068	PGF_08108653	GO:0008879|glucose-1-phosphate thymidylyltransferase activity	2.7.7.24|Glucose-1-phosphate thymidylyltransferase	00521|Streptomycin biosynthesis;00523|Polyketide sugar unit biosynthesis
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.15	HMPREF1033_00015	VBITanSp139735_0015	G9RZS9	12216	12626	+	411		Tlr1343 protein	FIG00896760	PLF_195950_00003102	PGF_00056951			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.16	HMPREF1033_00016	VBITanSp139735_0016	G9RZT0	12619	13062	+	444		hypothetical protein	FIG00638284	PLF_195950_00005978	PGF_08225224			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.17	HMPREF1033_00019	VBITanSp139735_0017	G9RZT3	13796	15001	+	1206		Fosmidomycin resistance protein	FIG00801557	PLF_195950_00003103	PGF_00006331			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.18	HMPREF1033_00020	VBITanSp139735_0018	G9RZT4	15060	15737	-	678		hypothetical protein		PLF_195950_00011339	PGF_03723313			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.19	HMPREF1033_00021	VBITanSp139735_0019	G9RZT5	15749	16981	-	1233		hypothetical protein	FIG00897403	PLF_195950_00003105	PGF_00251122			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.20	HMPREF1033_00022	VBITanSp139735_0020	G9RZT6	17011	18456	-	1446		Probable thiol oxidoreductase with 2 cytochrome c heme-binding sites	FIG00920194	PLF_195950_00003106	PGF_00037394			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.21	HMPREF1033_00023	VBITanSp139735_0021	G9RZT7	18479	19579	-	1101		hypothetical protein	FIG00638284	PLF_195950_00003107	PGF_03723314			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.22	HMPREF1033_00024	VBITanSp139735_0022	G9RZT8	19657	20946	-	1290		hypothetical protein	FIG00896527	PLF_195950_00003108	PGF_08225224			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.23	HMPREF1033_00025	VBITanSp139735_0023	G9RZT9	21168	21869	+	702		Repair of Iron Centers di-iron protein	FIG00638284	PLF_195950_00003109	PGF_03725733			
665949.3	Tannerella sp. 6_1_58FAA_CT1	ACWX01000001	PATRIC	CDS	fig|665949.3.peg.24	HMPREF1033_00026	VBITanSp139735_0024	G9RZU0	21859	22470	+	612		Transcriptional regulator		PLF_195950_00003110	PGF_00058452			
