genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	source					1	795865	+	795865								
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.1	HMPREF1026_00001	VBILacBac145843_0001		431	1015	-	585		Transcriptional regulator, Xre family	FIG01229586		PGF_06335969			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.2	HMPREF1026_00002	VBILacBac145843_0002		1311	1478	-	168		hypothetical protein			PGF_12837196			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.3	HMPREF1026_00003	VBILacBac145843_0003		1548	2390	-	843		Helicase loader DnaI	FIG00001402		PGF_00957277			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.4	HMPREF1026_00004	VBILacBac145843_0004		2387	2914	-	528		hypothetical protein	FIG01903175		PGF_08225224			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.5	HMPREF1026_00005	VBILacBac145843_0005		3678	3902	+	225		hypothetical protein	FIG00638284		PGF_03261816			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.6	HMPREF1026_00006	VBILacBac145843_0006		3930	4241	+	312		hypothetical protein			PGF_00937867			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.7	HMPREF1026_00007	VBILacBac145843_0007		4247	4474	+	228		hypothetical protein			PGF_00218942			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.8	HMPREF1026_00008	VBILacBac145843_0008		4572	5102	-	531		Efflux ABC transporter, permease protein	FIG00638284		PGF_10393193			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.9	HMPREF1026_00009	VBILacBac145843_0009		5312	6034	-	723		Efflux ABC transporter, ATP-binding protein	FIG00532443		PGF_00884706			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.10	HMPREF1026_00010	VBILacBac145843_0010		6107	6850	-	744		Transcriptional regulator, MerR family	FIG00003460		PGF_00057506			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.11	HMPREF1026_00011	VBILacBac145843_0011		7038	7658	+	621		Transcriptional regulator, AcrR family	FIG00628138		PGF_07182652			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.12	HMPREF1026_00012	VBILacBac145843_0012		7684	8745	+	1062		Probable GTPase related to EngC	FIG00001561		PGF_00036800			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.13	HMPREF1026_00013	VBILacBac145843_0013		8763	9410	+	648		Acetyltransferase	FIG00638284		PGF_10420503			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.14	HMPREF1026_00014	VBILacBac145843_0014		9442	10341	+	900		Cytidine deaminase (EC 3.5.4.5)	FIG00000720		PGF_08837849	GO:0004126|cytidine deaminase activity	3.5.4.5|Cytidine deaminase	00240|Pyrimidine metabolism;00983|Drug metabolism - other enzymes
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.15	HMPREF1026_00015	VBILacBac145843_0015		10448	10678	-	231		ABC transporter, substrate-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)	FIG01115339		PGF_08616437			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.16	HMPREF1026_00016	VBILacBac145843_0016		10725	12116	-	1392		Resolvase, N-terminal domain	FIG00638284		PGF_00047693			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.17	HMPREF1026_00017	VBILacBac145843_0017		12648	13748	-	1101		hypothetical protein	FIG00638284					
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.18	HMPREF1026_00018	VBILacBac145843_0018		13816	14283	-	468		Phage protein	FIG01319482		PGF_12950209			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.19	HMPREF1026_00019	VBILacBac145843_0019		14337	14645	-	309		Transcriptional regulator			PGF_06058802			
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.20	HMPREF1026_00020	VBILacBac145843_0020		14809	15015	+	207		hypothetical protein						
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.21	HMPREF1026_00021	VBILacBac145843_0021		15017	15289	+	273		hypothetical protein						
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.22	HMPREF1026_00023	VBILacBac145843_0022		16068	16751	-	684		hypothetical protein						
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.23	HMPREF1026_00024	VBILacBac145843_0023		16959	17183	+	225		hypothetical protein						
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.24	HMPREF1026_00025	VBILacBac145843_0024		17200	17463	+	264		hypothetical protein						
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.25	HMPREF1026_00026	VBILacBac145843_0025		17494	17700	+	207		hypothetical protein						
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.26		VBILacBac145843_0026		17693	17830	+	138		hypothetical protein						
665951.3	Lachnospiraceae bacterium 8_1_57FAA	NZ_GL622449	PATRIC	CDS	fig|665951.3.peg.27	HMPREF1026_00027	VBILacBac145843_0027		17850	18746	+	897		hypothetical protein	FIG00638284		PGF_08225224			
