genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	source					1	2249085	+	2249085								
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.1	RBR_00100	VBIRumBro49525_0001	D4L4D8	336	1046	+	711		hypothetical protein		PLF_1263_00019605	PGF_03254579			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.2	RBR_00110	VBIRumBro49525_0002	D4L4D9	1310	2287	+	978		O-acetyl-ADP-ribose deacetylase / Domain of unknown function CLOST_1052.C	FIG00004221	PLF_1263_00016715	PGF_02787013			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.3	RBR_00120	VBIRumBro49525_0003	D4L4E0	2377	3021	+	645		FIG00529500: hypothetical protein	FIG00529496	PLF_1263_00070153	PGF_00426554			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.4	RBR_00130	VBIRumBro49525_0004	D4L4E1	3075	4442	-	1368		membrane protein-like protein	FIG00638284	PLF_1263_00019606	PGF_03254580			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.5	RBR_00140	VBIRumBro49525_0005	D4L4E2	4536	4868	-	333		Transcriptional regulator, PadR family	FIG00002474	PLF_1263_00019607	PGF_01662006			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.6	RBR_00150	VBIRumBro49525_0006	D4L4E3	4888	6321	-	1434		RodA-like protein BA1034	FIG01321439	PLF_1263_00059143	PGF_03265616			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.7	RBR_00160	VBIRumBro49525_0007	D4L4E4	6342	7751	-	1410		RodA-like protein BA1034	FIG00000347	PLF_1263_00059146	PGF_03265616			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.8	RBR_00170	VBIRumBro49525_0008	D4L4E5	7768	9192	-	1425		RodA-like protein BA1034	FIG00638284	PLF_1263_00005357	PGF_03265616			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.9		VBIRumBro49525_0009		9645	9776	+	132		hypothetical protein		PLF_1263_00019608	PGF_03254581			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.10	RBR_00180	VBIRumBro49525_0010	D4L4E6	9729	11711	-	1983		Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	FIG00008941	PLF_1263_00018593	PGF_00006377	GO:0042132|fructose-bisphosphatase activity	3.1.3.11|Fructose-bisphosphatase	00010|Glycolysis / Gluconeogenesis;00030|Pentose phosphate pathway;00051|Fructose and mannose metabolism;00680|Methane metabolism;00710|Carbon fixation in photosynthetic organisms
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.11	RBR_00190	VBIRumBro49525_0011	D4L4E7	11950	13830	-	1881		Chaperone protein HtpG	FIG00000594	PLF_1263_00033482	PGF_05421852	GO:0005524|ATP binding;GO:0006457|protein folding;GO:0051082|unfolded protein binding		
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.12	RBR_00200	VBIRumBro49525_0012	D4L4E8	14076	16172	+	2097		Sulfatase	FIG00149059	PLF_1263_00019609	PGF_00054934			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.13		VBIRumBro49525_0013		16292	16435	-	144		hypothetical protein		PLF_1263_00019610	PGF_03254583			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.14		VBIRumBro49525_0014		16389	17579	+	1191		predicted transglutaminase/protease	FIG00514961	PLF_1263_00019611	PGF_03254584			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.15	RBR_00220	VBIRumBro49525_0015	D4L4E9	17678	18439	+	762		Dihydroorotate dehydrogenase (NAD(+)), electron transfer subunit (EC 1.3.1.14)	FIG00133515	PLF_1263_00033558	PGF_01513923	GO:0004589|orotate reductase (NADH) activity	1.3.1.14|Dihydroorotate dehydrogenase (NAD(+))	00240|Pyrimidine metabolism
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.16	RBR_00230	VBIRumBro49525_0016	D4L4F0	18432	19343	+	912		Dihydroorotate dehydrogenase (NAD(+)), catalytic subunit (EC 1.3.1.14)	FIG00001054	PLF_1263_00103280	PGF_03029062	GO:0004589|orotate reductase (NADH) activity	1.3.1.14|Dihydroorotate dehydrogenase (NAD(+))	00240|Pyrimidine metabolism
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.17	RBR_00240	VBIRumBro49525_0017	D4L4F1	19399	20103	+	705		Protein of unknown function DUF421	FIG01228088	PLF_1263_00019612	PGF_03254585			
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.18	RBR_00250	VBIRumBro49525_0018	D4L4F2	20237	22213	+	1977		Alpha-glucosidase (EC 3.2.1.20)	FIG00745599	PLF_1263_00032324	PGF_00047556	GO:0004558|alpha-glucosidase activity	3.2.1.20|Alpha-glucosidase	00052|Galactose metabolism;00500|Starch and sucrose metabolism
657321.5	Ruminococcus bromii L2-63	FP929051	PATRIC	CDS	fig|657321.5.peg.19		VBIRumBro49525_0019		22249	22371	+	123		hypothetical protein		PLF_1263_00019613	PGF_03254586			
