patric_id	pathway
	
fig|657321.5.peg.1	
fig|657321.5.peg.2	
fig|657321.5.peg.3	
fig|657321.5.peg.4	
fig|657321.5.peg.5	
fig|657321.5.peg.6	
fig|657321.5.peg.7	
fig|657321.5.peg.8	
fig|657321.5.peg.9	
fig|657321.5.peg.10	00010|Glycolysis / Gluconeogenesis;00030|Pentose phosphate pathway;00051|Fructose and mannose metabolism;00680|Methane metabolism;00710|Carbon fixation in photosynthetic organisms
fig|657321.5.peg.11	
fig|657321.5.peg.12	
fig|657321.5.peg.13	
fig|657321.5.peg.14	
fig|657321.5.peg.15	00240|Pyrimidine metabolism
fig|657321.5.peg.16	00240|Pyrimidine metabolism
fig|657321.5.peg.17	
fig|657321.5.peg.18	00052|Galactose metabolism;00500|Starch and sucrose metabolism
fig|657321.5.peg.19	
fig|657321.5.peg.20	
fig|657321.5.peg.21	00051|Fructose and mannose metabolism;00520|Amino sugar and nucleotide sugar metabolism
fig|657321.5.peg.22	
fig|657321.5.peg.23	
fig|657321.5.peg.24	
fig|657321.5.peg.25	
fig|657321.5.peg.26	
fig|657321.5.rna.1	
fig|657321.5.peg.27	
fig|657321.5.rna.2	
fig|657321.5.rna.3	
fig|657321.5.peg.28	
fig|657321.5.peg.29	
fig|657321.5.peg.30	
fig|657321.5.peg.31	
fig|657321.5.peg.32	
fig|657321.5.peg.33	
fig|657321.5.peg.34	
fig|657321.5.peg.35	
fig|657321.5.peg.36	
fig|657321.5.peg.37	
fig|657321.5.peg.38	
fig|657321.5.peg.39	
fig|657321.5.peg.40	
fig|657321.5.peg.41	
fig|657321.5.peg.42	
fig|657321.5.peg.43	
fig|657321.5.peg.44	
fig|657321.5.peg.45	
fig|657321.5.peg.46	
fig|657321.5.peg.47	
fig|657321.5.peg.48	
fig|657321.5.peg.49	
fig|657321.5.peg.50	
fig|657321.5.peg.51	
fig|657321.5.peg.52	
fig|657321.5.peg.53	
fig|657321.5.peg.54	
fig|657321.5.peg.55	
fig|657321.5.peg.56	
fig|657321.5.peg.57	
fig|657321.5.peg.58	
fig|657321.5.peg.59	
fig|657321.5.peg.60	
fig|657321.5.peg.61	
fig|657321.5.peg.62	
fig|657321.5.peg.63	
fig|657321.5.peg.64	
fig|657321.5.peg.65	
fig|657321.5.peg.66	
fig|657321.5.peg.67	
fig|657321.5.peg.68	
fig|657321.5.peg.69	
fig|657321.5.peg.70	
fig|657321.5.peg.71	
fig|657321.5.peg.72	
fig|657321.5.peg.73	
fig|657321.5.peg.74	
fig|657321.5.peg.75	
fig|657321.5.peg.76	
fig|657321.5.peg.77	
fig|657321.5.peg.78	
fig|657321.5.peg.79	
fig|657321.5.peg.80	
fig|657321.5.peg.81	
fig|657321.5.peg.82	
fig|657321.5.peg.83	
fig|657321.5.peg.84	
fig|657321.5.peg.85	
fig|657321.5.peg.86	
fig|657321.5.peg.87	
fig|657321.5.peg.88	
fig|657321.5.peg.89	
fig|657321.5.peg.90	
fig|657321.5.peg.91	
fig|657321.5.peg.92	
fig|657321.5.peg.93	
fig|657321.5.peg.94	
fig|657321.5.peg.95	
fig|657321.5.peg.96	
fig|657321.5.peg.97	
fig|657321.5.peg.98	
fig|657321.5.peg.99	
fig|657321.5.peg.100	
fig|657321.5.peg.101	
fig|657321.5.peg.102	
fig|657321.5.peg.103	
fig|657321.5.peg.104	
fig|657321.5.peg.105	
fig|657321.5.peg.106	
fig|657321.5.peg.107	
fig|657321.5.peg.108	
fig|657321.5.peg.109	
fig|657321.5.peg.110	
fig|657321.5.peg.111	
fig|657321.5.peg.112	
fig|657321.5.peg.113	
fig|657321.5.peg.114	
fig|657321.5.peg.115	
fig|657321.5.peg.116	00250|Alanine, aspartate and glutamate metabolism;00910|Nitrogen metabolism
fig|657321.5.peg.117	00250|Alanine, aspartate and glutamate metabolism;00910|Nitrogen metabolism
fig|657321.5.peg.118	00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism;00630|Glyoxylate and dicarboxylate metabolism;00910|Nitrogen metabolism
fig|657321.5.peg.119	
fig|657321.5.peg.120	
fig|657321.5.peg.121	
fig|657321.5.peg.122	
fig|657321.5.peg.123	00240|Pyrimidine metabolism;00250|Alanine, aspartate and glutamate metabolism
fig|657321.5.peg.124	00240|Pyrimidine metabolism;00250|Alanine, aspartate and glutamate metabolism
fig|657321.5.peg.125	00240|Pyrimidine metabolism
fig|657321.5.peg.126	00300|Lysine biosynthesis
fig|657321.5.peg.127	00970|Aminoacyl-tRNA biosynthesis
fig|657321.5.peg.128	
fig|657321.5.peg.129	
fig|657321.5.peg.130	00630|Glyoxylate and dicarboxylate metabolism
fig|657321.5.peg.131	
fig|657321.5.peg.722	
fig|657321.5.peg.723	
fig|657321.5.peg.724	
fig|657321.5.peg.725	00051|Fructose and mannose metabolism
fig|657321.5.peg.726	
fig|657321.5.peg.727	
fig|657321.5.peg.728	00230|Purine metabolism;00240|Pyrimidine metabolism
fig|657321.5.peg.729	
fig|657321.5.peg.730	
fig|657321.5.peg.731	00260|Glycine, serine and threonine metabolism;00270|Cysteine and methionine metabolism;00300|Lysine biosynthesis
fig|657321.5.peg.732	00260|Glycine, serine and threonine metabolism;00270|Cysteine and methionine metabolism;00300|Lysine biosynthesis
fig|657321.5.peg.733	00550|Peptidoglycan biosynthesis
fig|657321.5.peg.734	
fig|657321.5.peg.735	
fig|657321.5.peg.736	00061|Fatty acid biosynthesis
fig|657321.5.peg.737	00061|Fatty acid biosynthesis
fig|657321.5.peg.738	00061|Fatty acid biosynthesis;00780|Biotin metabolism
fig|657321.5.peg.739	00061|Fatty acid biosynthesis;00780|Biotin metabolism
fig|657321.5.peg.740	
fig|657321.5.peg.741	00061|Fatty acid biosynthesis;00780|Biotin metabolism
fig|657321.5.peg.742	00061|Fatty acid biosynthesis
fig|657321.5.peg.743	00061|Fatty acid biosynthesis;00253|Tetracycline biosynthesis;00620|Pyruvate metabolism;00640|Propanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation)
fig|657321.5.peg.744	00061|Fatty acid biosynthesis;00253|Tetracycline biosynthesis;00620|Pyruvate metabolism;00640|Propanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation)
fig|657321.5.peg.745	
fig|657321.5.peg.746	00680|Methane metabolism
fig|657321.5.peg.747	
fig|657321.5.peg.748	
fig|657321.5.peg.749	
fig|657321.5.peg.750	
fig|657321.5.peg.751	
fig|657321.5.peg.752	00970|Aminoacyl-tRNA biosynthesis
fig|657321.5.peg.753	
fig|657321.5.peg.754	00471|D-Glutamine and D-glutamate metabolism
fig|657321.5.peg.755	
fig|657321.5.peg.756	
fig|657321.5.peg.757	
fig|657321.5.peg.758	
fig|657321.5.peg.759	
fig|657321.5.peg.760	
fig|657321.5.peg.761	
fig|657321.5.peg.762	
fig|657321.5.peg.763	00010|Glycolysis / Gluconeogenesis;00020|Citrate cycle (TCA cycle);00620|Pyruvate metabolism;00710|Carbon fixation in photosynthetic organisms
fig|657321.5.peg.764	
fig|657321.5.peg.765	
fig|657321.5.peg.766	
fig|657321.5.peg.767	
fig|657321.5.peg.768	
fig|657321.5.peg.769	
fig|657321.5.peg.770	
fig|657321.5.peg.771	00970|Aminoacyl-tRNA biosynthesis;00970|Aminoacyl-tRNA biosynthesis
fig|657321.5.peg.772	00970|Aminoacyl-tRNA biosynthesis;00970|Aminoacyl-tRNA biosynthesis
fig|657321.5.peg.774	00970|Aminoacyl-tRNA biosynthesis;00970|Aminoacyl-tRNA biosynthesis
fig|657321.5.peg.775	00970|Aminoacyl-tRNA biosynthesis;00970|Aminoacyl-tRNA biosynthesis
fig|657321.5.peg.776	
fig|657321.5.peg.777	
fig|657321.5.peg.778	
fig|657321.5.peg.779	
fig|657321.5.peg.780	
fig|657321.5.peg.781	
fig|657321.5.peg.782	
fig|657321.5.peg.783	
fig|657321.5.peg.784	
fig|657321.5.peg.785	
fig|657321.5.peg.786	
fig|657321.5.peg.787	
fig|657321.5.peg.788	
fig|657321.5.peg.789	
fig|657321.5.peg.790	00910|Nitrogen metabolism
fig|657321.5.peg.791	
fig|657321.5.peg.792	
fig|657321.5.peg.793	
fig|657321.5.peg.794	
fig|657321.5.peg.795	
fig|657321.5.peg.796	
fig|657321.5.peg.797	
fig|657321.5.peg.798	
fig|657321.5.peg.799	
fig|657321.5.peg.800	
fig|657321.5.peg.801	
fig|657321.5.peg.802	
fig|657321.5.peg.803	
fig|657321.5.peg.804	
fig|657321.5.peg.805	
