patric_id	pathway
	
fig|411479.10.peg.1	
fig|411479.10.peg.2	
fig|411479.10.peg.3	
	
fig|411479.10.peg.4	
fig|411479.10.peg.5	
	
fig|411479.10.peg.6	
	
fig|411479.10.peg.7	
fig|411479.10.peg.8	
fig|411479.10.peg.9	00410|beta-Alanine metabolism;00770|Pantothenate and CoA biosynthesis
fig|411479.10.peg.10	00410|beta-Alanine metabolism;00770|Pantothenate and CoA biosynthesis
fig|411479.10.peg.11	00500|Starch and sucrose metabolism
fig|411479.10.peg.12	
fig|411479.10.peg.13	00500|Starch and sucrose metabolism
fig|411479.10.peg.14	
fig|411479.10.peg.15	
fig|411479.10.peg.16	
fig|411479.10.peg.17	
fig|411479.10.peg.18	
fig|411479.10.peg.19	
fig|411479.10.peg.20	
fig|411479.10.peg.21	00230|Purine metabolism;00983|Drug metabolism - other enzymes
fig|411479.10.peg.22	00230|Purine metabolism;00983|Drug metabolism - other enzymes
fig|411479.10.peg.23	
fig|411479.10.peg.24	
fig|411479.10.peg.25	
fig|411479.10.peg.26	00010|Glycolysis / Gluconeogenesis
fig|411479.10.peg.27	
fig|411479.10.peg.28	00240|Pyrimidine metabolism
fig|411479.10.peg.29	
fig|411479.10.peg.30	00670|One carbon pool by folate
fig|411479.10.peg.31	
fig|411479.10.peg.32	
fig|411479.10.peg.33	
fig|411479.10.peg.34	
fig|411479.10.peg.35	
fig|411479.10.peg.36	
fig|411479.10.peg.37	00740|Riboflavin metabolism
fig|411479.10.rna.1	
fig|411479.10.rna.2	
fig|411479.10.peg.38	
fig|411479.10.peg.39	
fig|411479.10.peg.40	
fig|411479.10.peg.41	
fig|411479.10.peg.42	
fig|411479.10.peg.43	
fig|411479.10.peg.44	00460|Cyanoamino acid metabolism;00500|Starch and sucrose metabolism;00940|Phenylpropanoid biosynthesis
fig|411479.10.peg.45	
fig|411479.10.peg.46	
fig|411479.10.peg.47	
fig|411479.10.peg.48	
fig|411479.10.peg.49	
fig|411479.10.peg.50	
fig|411479.10.peg.51	
fig|411479.10.peg.52	
fig|411479.10.peg.53	
fig|411479.10.peg.54	
fig|411479.10.peg.55	
fig|411479.10.peg.56	
fig|411479.10.peg.57	
fig|411479.10.peg.58	
fig|411479.10.peg.59	
fig|411479.10.peg.60	
fig|411479.10.peg.61	
fig|411479.10.peg.62	
fig|411479.10.peg.63	
fig|411479.10.peg.64	
fig|411479.10.peg.65	
fig|411479.10.peg.66	00230|Purine metabolism;00983|Drug metabolism - other enzymes
fig|411479.10.peg.67	00230|Purine metabolism
fig|411479.10.peg.68	
fig|411479.10.peg.69	
fig|411479.10.peg.70	
fig|411479.10.peg.71	
fig|411479.10.peg.72	
fig|411479.10.peg.73	00230|Purine metabolism
fig|411479.10.peg.74	00130|Ubiquinone and other terpenoid-quinone biosynthesis
fig|411479.10.peg.75	
fig|411479.10.peg.76	00400|Phenylalanine, tyrosine and tryptophan biosynthesis
fig|411479.10.peg.77	
fig|411479.10.peg.78	
fig|411479.10.peg.79	
fig|411479.10.peg.80	
fig|411479.10.peg.81	00230|Purine metabolism
fig|411479.10.peg.82	
fig|411479.10.peg.83	00240|Pyrimidine metabolism
fig|411479.10.peg.84	
fig|411479.10.peg.85	00540|Lipopolysaccharide biosynthesis
fig|411479.10.peg.86	00540|Lipopolysaccharide biosynthesis;00061|Fatty acid biosynthesis;00780|Biotin metabolism
fig|411479.10.peg.87	00540|Lipopolysaccharide biosynthesis
fig|411479.10.peg.88	
fig|411479.10.peg.89	00908|Zeatin biosynthesis
fig|411479.10.peg.90	
fig|411479.10.peg.91	
fig|411479.10.peg.92	
fig|411479.10.peg.93	
fig|411479.10.peg.94	
fig|411479.10.peg.95	
fig|411479.10.peg.96	
fig|411479.10.peg.97	
fig|411479.10.peg.98	
fig|411479.10.peg.99	
fig|411479.10.peg.100	
fig|411479.10.peg.101	
fig|411479.10.peg.102	
fig|411479.10.peg.103	
fig|411479.10.peg.104	
fig|411479.10.peg.105	
fig|411479.10.peg.106	
fig|411479.10.peg.107	
fig|411479.10.peg.108	
fig|411479.10.peg.109	
fig|411479.10.peg.110	
fig|411479.10.peg.111	
fig|411479.10.peg.112	
fig|411479.10.peg.113	
fig|411479.10.peg.114	
fig|411479.10.peg.115	
fig|411479.10.peg.116	
fig|411479.10.peg.117	
fig|411479.10.peg.118	
fig|411479.10.peg.119	
fig|411479.10.peg.120	
fig|411479.10.peg.121	
fig|411479.10.peg.122	
fig|411479.10.peg.123	
fig|411479.10.peg.124	
fig|411479.10.peg.125	
fig|411479.10.peg.126	
fig|411479.10.peg.127	
fig|411479.10.peg.128	
fig|411479.10.peg.129	
fig|411479.10.peg.130	
fig|411479.10.peg.131	
fig|411479.10.peg.132	
fig|411479.10.peg.133	
fig|411479.10.peg.134	
fig|411479.10.peg.135	00460|Cyanoamino acid metabolism;00500|Starch and sucrose metabolism;00940|Phenylpropanoid biosynthesis
fig|411479.10.peg.136	
fig|411479.10.peg.137	
fig|411479.10.peg.138	
fig|411479.10.peg.139	00270|Cysteine and methionine metabolism;00450|Selenoamino acid metabolism;00920|Sulfur metabolism
fig|411479.10.peg.140	
fig|411479.10.peg.141	
fig|411479.10.peg.142	
fig|411479.10.peg.143	
fig|411479.10.peg.144	
fig|411479.10.peg.145	
fig|411479.10.peg.146	
fig|411479.10.peg.147	
fig|411479.10.peg.148	
fig|411479.10.peg.149	
fig|411479.10.peg.150	
fig|411479.10.peg.151	
fig|411479.10.peg.152	
fig|411479.10.peg.153	
fig|411479.10.peg.154	
fig|411479.10.peg.155	
fig|411479.10.peg.156	
fig|411479.10.peg.157	
fig|411479.10.peg.158	
fig|411479.10.peg.159	
fig|411479.10.peg.160	
fig|411479.10.peg.161	
fig|411479.10.peg.162	
fig|411479.10.peg.163	
fig|411479.10.peg.164	
fig|411479.10.peg.165	
fig|411479.10.peg.166	
fig|411479.10.peg.167	
fig|411479.10.peg.168	
fig|411479.10.peg.169	
fig|411479.10.peg.170	
fig|411479.10.peg.171	
fig|411479.10.peg.172	
fig|411479.10.peg.173	
fig|411479.10.peg.174	
fig|411479.10.peg.175	
fig|411479.10.peg.176	
fig|411479.10.peg.177	
fig|411479.10.peg.178	
fig|411479.10.peg.179	
fig|411479.10.peg.180	
