genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.1	EUBELI_00001	VBIEubEli113401_0001	C4Z173	1	1356	+	1356		Chromosomal replication initiator protein DnaA	FIG00000441	PLF_1730_00012776	PGF_00876106			
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	source					1	2144190	+	2144190								
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.2	EUBELI_00002	VBIEubEli113401_0002	C4Z174	1658	2761	+	1104		DNA polymerase III beta subunit (EC 2.7.7.7)	FIG00066425	PLF_1730_00013460	PGF_06473395	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.3	EUBELI_00003	VBIEubEli113401_0003	C4Z175	2779	2988	+	210		Uncharacterized S4 RNA-binding-domain protein YbcJ	FIG00002958	PLF_1730_00010844	PGF_06916058			
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.4	EUBELI_00004	VBIEubEli113401_0004	C4Z176	2997	4088	+	1092		DNA recombination and repair protein RecF	FIG00000412	PLF_1730_00000153	PGF_10387199			
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.5	EUBELI_00005	VBIEubEli113401_0005	C4Z177	4124	6058	+	1935		DNA gyrase subunit B (EC 5.99.1.3)	FIG00028203	PLF_1730_00000367	PGF_06703483	GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.6	EUBELI_00006	VBIEubEli113401_0006	C4Z178	6285	8804	+	2520		DNA gyrase subunit A (EC 5.99.1.3)	FIG00000080	PLF_1730_00000152	PGF_03272313	GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.7	EUBELI_00007	VBIEubEli113401_0007	C4Z179	8914	9645	+	732		tributyrin esterase, putative	FIG01315814	PLF_1730_00020331	PGF_01577843			
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.8	EUBELI_00008	VBIEubEli113401_0008	C4Z180	9623	10390	+	768		hypothetical protein	FIG01315814	PLF_1730_00020332	PGF_01656740			
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.9	EUBELI_00009	VBIEubEli113401_0009	C4Z181	10412	11254	+	843		Fumarate hydratase class I, alpha region (EC 4.2.1.2); L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32)	FIG00133861	PLF_1730_00000312	PGF_00006457	GO:0004333|fumarate hydratase activity;GO:0008730|L(+)-tartrate dehydratase activity	4.2.1.2|Fumarate hydratase;4.2.1.32|L(+)-tartrate dehydratase	00020|Citrate cycle (TCA cycle);00720|Reductive carboxylate cycle (CO2 fixation);00630|Glyoxylate and dicarboxylate metabolism
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.10	EUBELI_00010	VBIEubEli113401_0010	C4Z182	11270	11821	+	552		Fumarate hydratase class I, beta region (EC 4.2.1.2); L(+)-tartrate dehydratase beta subunit (EC 4.2.1.32)	FIG00133186	PLF_1730_00000313	PGF_00947647	GO:0004333|fumarate hydratase activity;GO:0008730|L(+)-tartrate dehydratase activity	4.2.1.2|Fumarate hydratase;4.2.1.32|L(+)-tartrate dehydratase	00020|Citrate cycle (TCA cycle);00720|Reductive carboxylate cycle (CO2 fixation);00630|Glyoxylate and dicarboxylate metabolism
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.11	EUBELI_00011	VBIEubEli113401_0011	C4Z183	11908	14130	+	2223		hypothetical protein	FIG01378159	PLF_1730_00026185	PGF_00744547			
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	tRNA	fig|515620.4.rna.1		VBIEubEli113401_r001		14256	14343	+	88		tRNA-Ser-GCT						
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.12	EUBELI_00012	VBIEubEli113401_0012	C4Z184	14546	15142	+	597		Galactoside O-acetyltransferase (EC 2.3.1.18)	FIG00139238	PLF_1730_00027625	PGF_00660064	GO:0008870|galactoside O-acetyltransferase activity	2.3.1.18|Galactoside O-acetyltransferase	
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	rRNA	fig|515620.4.rna.2		VBIEubEli113401_r002		15554	17031	+	1478		Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA						
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	rRNA	fig|515620.4.rna.3	EUBELI_00015	VBIEubEli113401_r003		17615	20502	+	2888		Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA						
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	tRNA	fig|515620.4.rna.4	EUBELI_00016	VBIEubEli113401_r004		20665	20738	+	74		tRNA-Asp-GTC						
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	tRNA	fig|515620.4.rna.5		VBIEubEli113401_r005		20792	20867	+	76		tRNA-Val-TAC						
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	tRNA	fig|515620.4.rna.6		VBIEubEli113401_r006		20873	20947	+	75		tRNA-Thr-TGT						
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	tRNA	fig|515620.4.rna.7	EUBELI_00019	VBIEubEli113401_r007		20990	21071	+	82		tRNA-Tyr-GTA						
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	tRNA	fig|515620.4.rna.8		VBIEubEli113401_r008		21121	21197	+	77		tRNA-Met-CAT						
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	tRNA	fig|515620.4.rna.9	EUBELI_00021	VBIEubEli113401_r009		21199	21271	+	73		tRNA-Phe-GAA						
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.13	EUBELI_00022	VBIEubEli113401_0013	C4Z185	21364	22404	+	1041		hypothetical protein	FIG00638284	PLF_1730_00088632	PGF_08225224			
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.14	EUBELI_00023	VBIEubEli113401_0014	C4Z186	22425	23828	+	1404		Uncharacterized protein YaaO	FIG01304505	PLF_1730_00007997	PGF_00065380			
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.15	EUBELI_00024	VBIEubEli113401_0015	C4Z187	23816	24418	+	603		Guanylate kinase-like protein	FIG00000131	PLF_1730_00003920	PGF_06183957			
515620.4	Eubacterium eligens ATCC 27750	NC_012778	PATRIC	CDS	fig|515620.4.peg.16	EUBELI_00025	VBIEubEli113401_0016	C4Z188	24408	24848	+	441		DUF327 family protein YaaR	FIG00521596	PLF_1730_00001206	PGF_00783284			
