patric_id	pathway
	
fig|748224.3.peg.1	
fig|748224.3.peg.2	
	
fig|748224.3.peg.3	
fig|748224.3.peg.4	
fig|748224.3.peg.5	00260|Glycine, serine and threonine metabolism;00270|Cysteine and methionine metabolism
fig|748224.3.peg.6	00260|Glycine, serine and threonine metabolism;00270|Cysteine and methionine metabolism
fig|748224.3.peg.7	00520|Amino sugar and nucleotide sugar metabolism
fig|748224.3.peg.8	
fig|748224.3.peg.9	
fig|748224.3.peg.10	
fig|748224.3.peg.11	
fig|748224.3.peg.12	
fig|748224.3.peg.13	
fig|748224.3.peg.14	
fig|748224.3.peg.15	
fig|748224.3.peg.16	
fig|748224.3.peg.17	
	
fig|748224.3.peg.18	
fig|748224.3.peg.19	
	
fig|748224.3.peg.20	
fig|748224.3.peg.21	
fig|748224.3.peg.22	
	
fig|748224.3.peg.23	
fig|748224.3.peg.24	
fig|748224.3.peg.25	
fig|748224.3.peg.26	
fig|748224.3.rna.1	
	
fig|748224.3.peg.27	
	
fig|748224.3.peg.28	
fig|748224.3.peg.29	
fig|748224.3.peg.30	00230|Purine metabolism;00240|Pyrimidine metabolism;00760|Nicotinate and nicotinamide metabolism
fig|748224.3.peg.31	
fig|748224.3.peg.32	
fig|748224.3.peg.33	
fig|748224.3.pg.1	
fig|748224.3.peg.34	
fig|748224.3.peg.35	
fig|748224.3.peg.36	
	
fig|748224.3.peg.37	
fig|748224.3.peg.38	
fig|748224.3.peg.39	
fig|748224.3.peg.40	
fig|748224.3.peg.41	00230|Purine metabolism;00240|Pyrimidine metabolism
	
fig|748224.3.peg.42	
fig|748224.3.peg.43	
fig|748224.3.peg.44	
fig|748224.3.peg.45	
fig|748224.3.peg.46	
fig|748224.3.peg.47	
	
fig|748224.3.peg.48	
fig|748224.3.peg.49	
fig|748224.3.peg.50	00550|Peptidoglycan biosynthesis
fig|748224.3.peg.51	
fig|748224.3.peg.52	
fig|748224.3.peg.53	
fig|748224.3.peg.54	
	
fig|748224.3.peg.55	
fig|748224.3.peg.56	
fig|748224.3.peg.57	
fig|748224.3.peg.58	
	
fig|748224.3.rna.2	
	
fig|748224.3.peg.59	
fig|748224.3.peg.60	
fig|748224.3.peg.61	00970|Aminoacyl-tRNA biosynthesis
fig|748224.3.rna.3	
fig|748224.3.rna.4	
fig|748224.3.peg.62	
fig|748224.3.peg.63	
fig|748224.3.peg.64	
fig|748224.3.peg.65	
fig|748224.3.peg.66	
	
fig|748224.3.peg.67	
fig|748224.3.rna.5	
fig|748224.3.peg.68	
fig|748224.3.peg.69	00040|Pentose and glucuronate interconversions
fig|748224.3.peg.70	00040|Pentose and glucuronate interconversions
fig|748224.3.peg.71	
fig|748224.3.peg.72	
fig|748224.3.peg.73	
fig|748224.3.peg.74	
fig|748224.3.peg.75	
fig|748224.3.peg.76	
fig|748224.3.peg.77	
fig|748224.3.peg.78	
fig|748224.3.peg.79	
fig|748224.3.peg.80	
fig|748224.3.peg.81	
fig|748224.3.peg.82	
fig|748224.3.peg.83	
fig|748224.3.peg.84	
fig|748224.3.peg.85	
fig|748224.3.peg.86	
fig|748224.3.peg.87	
fig|748224.3.peg.88	
fig|748224.3.peg.89	
fig|748224.3.peg.90	00230|Purine metabolism;00983|Drug metabolism - other enzymes
fig|748224.3.peg.91	
fig|748224.3.rna.6	
fig|748224.3.peg.92	
fig|748224.3.peg.93	
fig|748224.3.peg.94	
fig|748224.3.peg.95	
fig|748224.3.peg.96	
fig|748224.3.peg.97	
fig|748224.3.peg.98	
fig|748224.3.peg.99	
fig|748224.3.peg.100	
fig|748224.3.peg.101	
fig|748224.3.peg.102	
fig|748224.3.peg.103	
fig|748224.3.peg.104	
fig|748224.3.peg.105	
fig|748224.3.peg.106	00030|Pentose phosphate pathway;00260|Glycine, serine and threonine metabolism;00680|Methane metabolism
fig|748224.3.peg.107	
fig|748224.3.peg.108	00240|Pyrimidine metabolism
fig|748224.3.peg.109	
