patric_id	pathway
	
fig|435590.9.peg.1	
fig|435590.9.peg.2	00231|Puromycin biosynthesis;00592|alpha-Linolenic acid metabolism;00633|Trinitrotoluene degradation;00780|Biotin metabolism;00860|Porphyrin and chlorophyll metabolism;00950|Isoquinoline alkaloid biosynthesis;00981|Insect hormone biosynthesis;01057|Biosynthesis of type II polyketide products
fig|435590.9.peg.3	00230|Purine metabolism;00240|Pyrimidine metabolism;00480|Glutathione metabolism
fig|435590.9.peg.4	
fig|435590.9.peg.5	00790|Folate biosynthesis
fig|435590.9.peg.6	
fig|435590.9.peg.7	
fig|435590.9.peg.8	
fig|435590.9.peg.9	00071|Fatty acid metabolism
fig|435590.9.peg.10	
fig|435590.9.peg.11	
fig|435590.9.peg.12	
fig|435590.9.peg.13	
fig|435590.9.peg.14	
fig|435590.9.peg.15	
fig|435590.9.peg.16	
fig|435590.9.peg.17	
fig|435590.9.peg.18	
fig|435590.9.peg.19	
fig|435590.9.peg.20	
fig|435590.9.peg.21	
fig|435590.9.peg.22	
fig|435590.9.peg.23	
fig|435590.9.peg.24	
fig|435590.9.peg.25	
fig|435590.9.peg.26	
fig|435590.9.peg.27	
fig|435590.9.peg.28	
fig|435590.9.peg.29	
fig|435590.9.peg.30	
fig|435590.9.peg.31	
fig|435590.9.peg.32	
fig|435590.9.peg.33	
fig|435590.9.peg.34	
fig|435590.9.peg.35	
fig|435590.9.peg.36	
fig|435590.9.peg.37	
fig|435590.9.peg.38	
fig|435590.9.peg.39	
fig|435590.9.peg.40	
fig|435590.9.peg.41	
fig|435590.9.peg.42	00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
fig|435590.9.peg.43	
fig|435590.9.peg.44	
fig|435590.9.peg.45	
fig|435590.9.peg.46	
fig|435590.9.peg.47	00531|Glycosaminoglycan degradation
fig|435590.9.peg.48	
fig|435590.9.peg.49	00051|Fructose and mannose metabolism;00520|Amino sugar and nucleotide sugar metabolism;00520|Amino sugar and nucleotide sugar metabolism
fig|435590.9.peg.50	
