patric_id	pathway
fig|717959.3.peg.1	
	
fig|717959.3.peg.2	
fig|717959.3.peg.1824	
fig|717959.3.peg.1825	00550|Peptidoglycan biosynthesis
fig|717959.3.peg.1826	00010|Glycolysis / Gluconeogenesis
fig|717959.3.peg.1904	00140|C21-Steroid hormone metabolism;00600|Sphingolipid metabolism
fig|717959.3.peg.1905	00140|C21-Steroid hormone metabolism;00600|Sphingolipid metabolism
fig|717959.3.peg.1906	
fig|717959.3.peg.1907	
fig|717959.3.peg.1908	
fig|717959.3.peg.1909	
fig|717959.3.peg.1910	
fig|717959.3.peg.1911	
fig|717959.3.peg.1912	
fig|717959.3.peg.1913	
fig|717959.3.peg.1914	
fig|717959.3.peg.1915	
fig|717959.3.peg.1916	
fig|717959.3.peg.1917	
fig|717959.3.peg.1918	
fig|717959.3.peg.1919	
fig|717959.3.peg.1920	
fig|717959.3.peg.2085	
fig|717959.3.peg.2086	
fig|717959.3.peg.2087	00564|Glycerophospholipid metabolism
fig|717959.3.peg.2088	00052|Galactose metabolism;00561|Glycerolipid metabolism;00600|Sphingolipid metabolism;00603|Glycosphingolipid biosynthesis - globo series
fig|717959.3.peg.2089	
fig|717959.3.peg.2090	
fig|717959.3.peg.2091	
fig|717959.3.peg.2092	
fig|717959.3.peg.2093	
fig|717959.3.peg.2094	
fig|717959.3.peg.2095	
fig|717959.3.peg.2096	
fig|717959.3.peg.2097	
fig|717959.3.peg.2098	
fig|717959.3.peg.2099	00500|Starch and sucrose metabolism
fig|717959.3.peg.2100	
fig|717959.3.peg.2101	
fig|717959.3.peg.2102	00500|Starch and sucrose metabolism
fig|717959.3.peg.2103	00500|Starch and sucrose metabolism
fig|717959.3.peg.2104	
fig|717959.3.peg.2105	
fig|717959.3.peg.2106	
fig|717959.3.peg.2107	
fig|717959.3.peg.2108	
fig|717959.3.peg.2109	
fig|717959.3.peg.2110	00500|Starch and sucrose metabolism
fig|717959.3.peg.2111	
fig|717959.3.peg.2112	
fig|717959.3.rna.36	
fig|717959.3.peg.2113	
fig|717959.3.peg.2114	
fig|717959.3.peg.2115	
fig|717959.3.peg.2116	
fig|717959.3.peg.2117	
fig|717959.3.peg.2118	
fig|717959.3.peg.2119	
fig|717959.3.peg.2120	
fig|717959.3.peg.2332	
fig|717959.3.peg.2334	
fig|717959.3.peg.2335	
fig|717959.3.peg.2336	00540|Lipopolysaccharide biosynthesis
fig|717959.3.peg.2337	00540|Lipopolysaccharide biosynthesis;00061|Fatty acid biosynthesis;00780|Biotin metabolism
fig|717959.3.peg.2338	
fig|717959.3.peg.2339	
fig|717959.3.peg.2340	
fig|717959.3.peg.2341	
fig|717959.3.peg.2342	
fig|717959.3.peg.2343	
fig|717959.3.peg.2344	
fig|717959.3.peg.2345	00521|Streptomycin biosynthesis;00562|Inositol phosphate metabolism
fig|717959.3.peg.2346	
fig|717959.3.peg.2347	00521|Streptomycin biosynthesis;00562|Inositol phosphate metabolism
fig|717959.3.peg.2348	
fig|717959.3.peg.2349	
fig|717959.3.rna.42	
fig|717959.3.peg.2350	
fig|717959.3.peg.2351	
fig|717959.3.peg.2352	00720|Reductive carboxylate cycle (CO2 fixation)
fig|717959.3.peg.2353	00720|Reductive carboxylate cycle (CO2 fixation)
fig|717959.3.peg.2354	
fig|717959.3.peg.2355	00040|Pentose and glucuronate interconversions
fig|717959.3.peg.2356	00040|Pentose and glucuronate interconversions
fig|717959.3.peg.2357	
fig|717959.3.peg.2358	
fig|717959.3.peg.2359	
fig|717959.3.peg.2360	
fig|717959.3.peg.2361	
fig|717959.3.peg.2362	
fig|717959.3.peg.2363	
fig|717959.3.peg.2364	
fig|717959.3.peg.2623	
fig|717959.3.peg.2624	
fig|717959.3.peg.2625	
fig|717959.3.peg.2626	
fig|717959.3.peg.2627	
fig|717959.3.peg.2628	
fig|717959.3.peg.2629	00480|Glutathione metabolism
fig|717959.3.peg.2630	
fig|717959.3.peg.2631	
fig|717959.3.peg.2632	
fig|717959.3.peg.2633	
fig|717959.3.peg.2634	
fig|717959.3.peg.2635	
fig|717959.3.peg.2636	
fig|717959.3.peg.2637	
fig|717959.3.peg.2638	
fig|717959.3.peg.2639	
fig|717959.3.peg.2640	00500|Starch and sucrose metabolism
fig|717959.3.peg.2641	
fig|717959.3.peg.2642	
fig|717959.3.peg.2643	
fig|717959.3.peg.2644	
fig|717959.3.peg.2645	
fig|717959.3.peg.2646	
fig|717959.3.peg.2647	
fig|717959.3.peg.2648	
fig|717959.3.peg.2649	
fig|717959.3.peg.2650	
fig|717959.3.peg.2651	
fig|717959.3.peg.2652	
fig|717959.3.peg.2653	
fig|717959.3.peg.2654	
fig|717959.3.peg.2655	
fig|717959.3.peg.2656	
fig|717959.3.peg.2657	
fig|717959.3.peg.2658	
fig|717959.3.peg.2659	
fig|717959.3.peg.2660	
fig|717959.3.peg.2661	
fig|717959.3.peg.2662	
fig|717959.3.peg.2663	
fig|717959.3.peg.2664	
fig|717959.3.peg.2665	
fig|717959.3.peg.2666	
fig|717959.3.peg.2667	
fig|717959.3.peg.2668	
fig|717959.3.peg.2669	
fig|717959.3.peg.2670	
fig|717959.3.peg.2671	
fig|717959.3.peg.2672	
fig|717959.3.peg.2673	
fig|717959.3.peg.2674	
fig|717959.3.peg.2675	
fig|717959.3.peg.2676	
fig|717959.3.peg.2677	
fig|717959.3.peg.2678	
fig|717959.3.peg.2679	
fig|717959.3.peg.2680	
fig|717959.3.peg.2681	
fig|717959.3.peg.2682	
fig|717959.3.peg.2683	
fig|717959.3.peg.2684	
fig|717959.3.peg.2685	
fig|717959.3.peg.2686	
fig|717959.3.peg.2687	
fig|717959.3.peg.2688	
fig|717959.3.peg.2689	
fig|717959.3.peg.2690	
fig|717959.3.peg.2820	
fig|717959.3.peg.2821	
fig|717959.3.peg.2822	
fig|717959.3.peg.2823	00140|C21-Steroid hormone metabolism;00600|Sphingolipid metabolism
fig|717959.3.peg.2824	00140|C21-Steroid hormone metabolism;00600|Sphingolipid metabolism
fig|717959.3.peg.2825	
fig|717959.3.peg.2826	
fig|717959.3.peg.2969	
fig|717959.3.peg.2970	
fig|717959.3.peg.2971	
fig|717959.3.peg.2972	
fig|717959.3.peg.2973	00030|Pentose phosphate pathway;00230|Purine metabolism
fig|717959.3.peg.2974	
fig|717959.3.peg.3136	
fig|717959.3.peg.3137	00120|Primary bile acid biosynthesis;00121|Secondary bile acid biosynthesis
fig|717959.3.peg.3138	
fig|717959.3.peg.3139	
fig|717959.3.peg.3	00330|Arginine and proline metabolism
fig|717959.3.peg.4	
fig|717959.3.peg.5	
fig|717959.3.peg.6	
fig|717959.3.peg.7	
fig|717959.3.peg.8	
fig|717959.3.peg.9	
fig|717959.3.peg.10	
fig|717959.3.peg.11	
fig|717959.3.peg.12	
fig|717959.3.peg.13	
fig|717959.3.peg.14	
fig|717959.3.peg.15	
fig|717959.3.peg.16	
fig|717959.3.peg.17	
fig|717959.3.peg.18	00460|Cyanoamino acid metabolism;00500|Starch and sucrose metabolism;00940|Phenylpropanoid biosynthesis
fig|717959.3.peg.19	
fig|717959.3.peg.20	
fig|717959.3.peg.21	
fig|717959.3.peg.22	
fig|717959.3.peg.23	
fig|717959.3.peg.24	
fig|717959.3.peg.25	
fig|717959.3.peg.26	
fig|717959.3.peg.299	
fig|717959.3.peg.386	
fig|717959.3.peg.387	
fig|717959.3.peg.388	
fig|717959.3.peg.527	
fig|717959.3.peg.528	
fig|717959.3.peg.529	00770|Pantothenate and CoA biosynthesis
fig|717959.3.peg.530	00790|Folate biosynthesis
fig|717959.3.peg.531	
fig|717959.3.peg.532	
fig|717959.3.peg.533	
fig|717959.3.peg.534	
fig|717959.3.peg.535	
fig|717959.3.peg.536	
fig|717959.3.peg.537	
fig|717959.3.peg.538	00521|Streptomycin biosynthesis;00523|Polyketide sugar unit biosynthesis;01055|Biosynthesis of vancomycin group antibiotics
fig|717959.3.peg.697	
fig|717959.3.peg.698	
fig|717959.3.peg.699	
fig|717959.3.peg.700	
fig|717959.3.peg.701	00900|Terpenoid backbone biosynthesis
fig|717959.3.peg.702	
fig|717959.3.peg.703	
fig|717959.3.peg.837	
fig|717959.3.peg.838	04660|T cell receptor signaling pathway
fig|717959.3.peg.839	
fig|717959.3.peg.840	00500|Starch and sucrose metabolism
fig|717959.3.peg.841	00500|Starch and sucrose metabolism
fig|717959.3.peg.842	00500|Starch and sucrose metabolism
fig|717959.3.peg.1037	
fig|717959.3.peg.1038	00561|Glycerolipid metabolism;00564|Glycerophospholipid metabolism
fig|717959.3.peg.1039	
fig|717959.3.peg.1040	
fig|717959.3.peg.1041	00400|Phenylalanine, tyrosine and tryptophan biosynthesis
fig|717959.3.peg.1042	00471|D-Glutamine and D-glutamate metabolism
fig|717959.3.peg.1043	
fig|717959.3.peg.1044	
fig|717959.3.peg.1045	
fig|717959.3.peg.1193	
fig|717959.3.peg.1194	
fig|717959.3.peg.1403	
fig|717959.3.peg.1404	
fig|717959.3.peg.1405	
fig|717959.3.peg.1406	00030|Pentose phosphate pathway;00040|Pentose and glucuronate interconversions
fig|717959.3.peg.1407	
fig|717959.3.peg.1408	
fig|717959.3.peg.1409	00040|Pentose and glucuronate interconversions
fig|717959.3.peg.1410	00030|Pentose phosphate pathway;00040|Pentose and glucuronate interconversions
fig|717959.3.peg.1634	
fig|717959.3.peg.1635	00040|Pentose and glucuronate interconversions
fig|717959.3.peg.1636	00040|Pentose and glucuronate interconversions
fig|717959.3.peg.1637	
fig|717959.3.peg.1638	
fig|717959.3.peg.1639	
fig|717959.3.peg.1640	
fig|717959.3.peg.1641	
fig|717959.3.peg.1642	
fig|717959.3.peg.1643	
fig|717959.3.peg.1644	
fig|717959.3.peg.1645	
fig|717959.3.peg.1646	00300|Lysine biosynthesis
fig|717959.3.peg.1647	
fig|717959.3.peg.1648	
fig|717959.3.peg.1649	
fig|717959.3.peg.1650	
fig|717959.3.peg.1651	00230|Purine metabolism;00250|Alanine, aspartate and glutamate metabolism
fig|717959.3.peg.1652	
fig|717959.3.peg.1653	
fig|717959.3.peg.1654	
fig|717959.3.peg.1655	
fig|717959.3.peg.1656	
fig|717959.3.peg.1657	
fig|717959.3.peg.1658	00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism;00471|D-Glutamine and D-glutamate metabolism;00910|Nitrogen metabolism
fig|717959.3.peg.1659	
fig|717959.3.peg.1660	
fig|717959.3.peg.1661	
fig|717959.3.peg.1662	
fig|717959.3.peg.1663	
fig|717959.3.peg.1664	
fig|717959.3.peg.1665	
fig|717959.3.peg.1666	
fig|717959.3.peg.1667	00051|Fructose and mannose metabolism
fig|717959.3.peg.1668	
fig|717959.3.peg.1669	
fig|717959.3.peg.1670	
fig|717959.3.peg.1671	
fig|717959.3.peg.1672	
fig|717959.3.peg.1673	
fig|717959.3.peg.1674	
fig|717959.3.rna.24	
fig|717959.3.rna.25	
fig|717959.3.peg.1675	
fig|717959.3.peg.1676	
fig|717959.3.peg.1827	
fig|717959.3.peg.1828	
fig|717959.3.peg.1829	00250|Alanine, aspartate and glutamate metabolism;00410|beta-Alanine metabolism;00430|Taurine and hypotaurine metabolism;00650|Butanoate metabolism
fig|717959.3.peg.1830	
fig|717959.3.peg.1831	
fig|717959.3.peg.1832	
fig|717959.3.peg.1833	
fig|717959.3.peg.1834	
fig|717959.3.peg.1835	
fig|717959.3.peg.1836	
fig|717959.3.peg.1837	
fig|717959.3.peg.1838	
fig|717959.3.peg.1839	
fig|717959.3.peg.1840	
fig|717959.3.peg.1841	
fig|717959.3.peg.1842	
fig|717959.3.peg.1843	
fig|717959.3.peg.1844	
fig|717959.3.peg.1845	
fig|717959.3.peg.1846	
fig|717959.3.peg.1847	
fig|717959.3.peg.1848	
fig|717959.3.peg.1849	
fig|717959.3.peg.1850	
fig|717959.3.peg.1851	
fig|717959.3.peg.1852	
fig|717959.3.peg.1853	
fig|717959.3.peg.1854	
fig|717959.3.peg.1855	
fig|717959.3.peg.1856	
fig|717959.3.peg.1857	
fig|717959.3.peg.1858	
fig|717959.3.peg.1859	00052|Galactose metabolism;00500|Starch and sucrose metabolism
fig|717959.3.peg.1860	
fig|717959.3.peg.1861	
fig|717959.3.peg.1862	
fig|717959.3.peg.1863	
fig|717959.3.peg.1864	
fig|717959.3.peg.1865	
fig|717959.3.peg.1866	
fig|717959.3.peg.1867	
fig|717959.3.peg.1868	
fig|717959.3.peg.1869	
fig|717959.3.peg.1870	
fig|717959.3.peg.1871	
fig|717959.3.peg.1872	
fig|717959.3.peg.1873	
fig|717959.3.peg.1874	
fig|717959.3.peg.1875	
fig|717959.3.peg.1876	
fig|717959.3.peg.1877	
fig|717959.3.peg.1878	
fig|717959.3.peg.1879	
fig|717959.3.peg.1880	
fig|717959.3.peg.1881	
fig|717959.3.peg.1882	
