genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.7	BACCOP_02480	VBIBacCop77500_0007		Threonyl-tRNA synthetase (EC 6.1.1.3)	6.1.1.3	Threonine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.28	BACCOP_02505	VBIBacCop77500_0028		Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	6.3.2.6	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	00230	Purine metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.29	BACCOP_02506	VBIBacCop77500_0029		Demethylmenaquinone methyltransferase (EC 2.1.1.163)	2.1.1.163	Demethylmenaquinone methyltransferase	00130	Ubiquinone and other terpenoid-quinone biosynthesis
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.30	BACCOP_02507	VBIBacCop77500_0030		Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	1.1.1.25	Shikimate dehydrogenase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.35	BACCOP_02513	VBIBacCop77500_0035		Chorismate synthase (EC 4.2.3.5)	4.2.3.5	Chorismate synthase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.36	BACCOP_02514	VBIBacCop77500_0036		N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14)	3.5.1.14	N-acyl-aliphatic-L-amino acid amidohydrolase	00330	Arginine and proline metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.38	BACCOP_02516	VBIBacCop77500_0038		Cytidine deaminase (EC 3.5.4.5)	3.5.4.5	Cytidine deaminase	00240	Pyrimidine metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.38	BACCOP_02516	VBIBacCop77500_0038		Cytidine deaminase (EC 3.5.4.5)	3.5.4.5	Cytidine deaminase	00983	Drug metabolism - other enzymes
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.41	BACCOP_02519	VBIBacCop77500_0041		Glucosamine-6-phosphate deaminase (EC 3.5.99.6) / domain similar to N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	3.5.99.6	Glucosamine-6-phosphate deaminase	00520	Amino sugar and nucleotide sugar metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.42	BACCOP_02520	VBIBacCop77500_0042		Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	3.5.99.6	Glucosamine-6-phosphate deaminase	00520	Amino sugar and nucleotide sugar metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.47	BACCOP_02524	VBIBacCop77500_0047		5'-nucleotidase (EC 3.1.3.5)	3.1.3.5	5'-nucleotidase	00230	Purine metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.47	BACCOP_02524	VBIBacCop77500_0047		5'-nucleotidase (EC 3.1.3.5)	3.1.3.5	5'-nucleotidase	00240	Pyrimidine metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.47	BACCOP_02524	VBIBacCop77500_0047		5'-nucleotidase (EC 3.1.3.5)	3.1.3.5	5'-nucleotidase	00760	Nicotinate and nicotinamide metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.48	BACCOP_02525	VBIBacCop77500_0048		5'-nucleotidase (EC 3.1.3.5)	3.1.3.5	5'-nucleotidase	00230	Purine metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.48	BACCOP_02525	VBIBacCop77500_0048		5'-nucleotidase (EC 3.1.3.5)	3.1.3.5	5'-nucleotidase	00240	Pyrimidine metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.48	BACCOP_02525	VBIBacCop77500_0048		5'-nucleotidase (EC 3.1.3.5)	3.1.3.5	5'-nucleotidase	00760	Nicotinate and nicotinamide metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.57	BACCOP_02535	VBIBacCop77500_0057		Polygalacturonase (EC 3.2.1.15)	3.2.1.15	Polygalacturonase	00040	Pentose and glucuronate interconversions
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.57	BACCOP_02535	VBIBacCop77500_0057		Polygalacturonase (EC 3.2.1.15)	3.2.1.15	Polygalacturonase	00500	Starch and sucrose metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.58	BACCOP_02536	VBIBacCop77500_0058		Pectate lyase (EC 4.2.2.2)	4.2.2.2	Pectate lyase	00040	Pentose and glucuronate interconversions
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.61	BACCOP_02539	VBIBacCop77500_0061		Polygalacturonase (EC 3.2.1.15)	3.2.1.15	Polygalacturonase	00040	Pentose and glucuronate interconversions
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.61	BACCOP_02539	VBIBacCop77500_0061		Polygalacturonase (EC 3.2.1.15)	3.2.1.15	Polygalacturonase	00500	Starch and sucrose metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.64	BACCOP_02542	VBIBacCop77500_0064		Pectate lyase (EC 4.2.2.2)	4.2.2.2	Pectate lyase	00040	Pentose and glucuronate interconversions
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.69	BACCOP_02548	VBIBacCop77500_0069		Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase	00230	Purine metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.72	BACCOP_02551	VBIBacCop77500_0072		Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	4.1.1.23	Orotidine-5'-phosphate decarboxylase	00240	Pyrimidine metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.73	BACCOP_02552	VBIBacCop77500_0073		UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191)	2.3.1.191	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	00540	Lipopolysaccharide biosynthesis
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.74	BACCOP_02553	VBIBacCop77500_0074		UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108) / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	3.5.1.108	UDP-3-O-acyl-N-acetylglucosamine deacetylase	00540	Lipopolysaccharide biosynthesis
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.74	BACCOP_02553	VBIBacCop77500_0074		UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108) / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	00061	Fatty acid biosynthesis
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.74	BACCOP_02553	VBIBacCop77500_0074		UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108) / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	00780	Biotin metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.75	BACCOP_02554	VBIBacCop77500_0075		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	00540	Lipopolysaccharide biosynthesis
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.77	BACCOP_02556	VBIBacCop77500_0077		tRNA dimethylallyltransferase (EC 2.5.1.75)	2.5.1.75	tRNA dimethylallyltransferase	00908	Zeatin biosynthesis
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.154	BACCOP_01192	VBIBacCop77500_0154		Purine nucleoside phosphorylase (EC 2.4.2.1)	2.4.2.1	Purine-nucleoside phosphorylase	00230	Purine metabolism
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.154	BACCOP_01192	VBIBacCop77500_0154		Purine nucleoside phosphorylase (EC 2.4.2.1)	2.4.2.1	Purine-nucleoside phosphorylase	00240	Pyrimidine metabolism
