genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
622312.4	Roseburia inulinivorans DSM 16841	fig|622312.4.peg.11	ROSEINA2194_00013	VBIRosInu13871_0011		DNA polymerase IV (EC 2.7.7.7)	2.7.7.7	DNA-directed DNA polymerase	00230	Purine metabolism
622312.4	Roseburia inulinivorans DSM 16841	fig|622312.4.peg.11	ROSEINA2194_00013	VBIRosInu13871_0011		DNA polymerase IV (EC 2.7.7.7)	2.7.7.7	DNA-directed DNA polymerase	00240	Pyrimidine metabolism
622312.4	Roseburia inulinivorans DSM 16841	fig|622312.4.peg.28	ROSEINA2194_00034	VBIRosInu13871_0028		DNA polymerase I (EC 2.7.7.7)	2.7.7.7	DNA-directed DNA polymerase	00230	Purine metabolism
622312.4	Roseburia inulinivorans DSM 16841	fig|622312.4.peg.28	ROSEINA2194_00034	VBIRosInu13871_0028		DNA polymerase I (EC 2.7.7.7)	2.7.7.7	DNA-directed DNA polymerase	00240	Pyrimidine metabolism
622312.4	Roseburia inulinivorans DSM 16841	fig|622312.4.peg.29	ROSEINA2194_00035	VBIRosInu13871_0029		Dephospho-CoA kinase (EC 2.7.1.24)	2.7.1.24	Dephospho-CoA kinase	00770	Pantothenate and CoA biosynthesis
622312.4	Roseburia inulinivorans DSM 16841	fig|622312.4.peg.34	ROSEINA2194_00040	VBIRosInu13871_0034		IMP cyclohydrolase (EC 3.5.4.10)	3.5.4.10	IMP cyclohydrolase	00230	Purine metabolism
622312.4	Roseburia inulinivorans DSM 16841	fig|622312.4.peg.35	ROSEINA2194_00041	VBIRosInu13871_0035		Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	00230	Purine metabolism
622312.4	Roseburia inulinivorans DSM 16841	fig|622312.4.peg.35	ROSEINA2194_00041	VBIRosInu13871_0035		Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	00670	One carbon pool by folate
622312.4	Roseburia inulinivorans DSM 16841	fig|622312.4.peg.36	ROSEINA2194_00042	VBIRosInu13871_0036		Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	00230	Purine metabolism
622312.4	Roseburia inulinivorans DSM 16841	fig|622312.4.peg.36	ROSEINA2194_00042	VBIRosInu13871_0036		Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	00670	One carbon pool by folate
