patric_id	pathway
fig|471870.8.rna.1	
	
fig|471870.8.rna.2	
fig|471870.8.peg.1	
fig|471870.8.peg.2	
fig|471870.8.peg.3	
fig|471870.8.peg.4	00061|Fatty acid biosynthesis
fig|471870.8.peg.5	
fig|471870.8.peg.6	
fig|471870.8.peg.7	
fig|471870.8.peg.8	
fig|471870.8.peg.9	
fig|471870.8.peg.10	
fig|471870.8.peg.11	
fig|471870.8.peg.12	
fig|471870.8.peg.13	
fig|471870.8.peg.14	
fig|471870.8.peg.15	
fig|471870.8.peg.16	
fig|471870.8.peg.17	00230|Purine metabolism;00983|Drug metabolism - other enzymes
fig|471870.8.peg.18	
fig|471870.8.peg.19	
fig|471870.8.peg.20	
fig|471870.8.peg.21	
fig|471870.8.peg.22	
fig|471870.8.peg.23	
fig|471870.8.peg.24	
fig|471870.8.peg.25	
fig|471870.8.peg.26	
fig|471870.8.peg.27	00970|Aminoacyl-tRNA biosynthesis
fig|471870.8.peg.28	
fig|471870.8.peg.29	
fig|471870.8.peg.30	00240|Pyrimidine metabolism;00250|Alanine, aspartate and glutamate metabolism
fig|471870.8.peg.31	
fig|471870.8.rna.3	
fig|471870.8.rna.4	
fig|471870.8.peg.32	00230|Purine metabolism;00250|Alanine, aspartate and glutamate metabolism
fig|471870.8.peg.33	
fig|471870.8.peg.34	00970|Aminoacyl-tRNA biosynthesis
fig|471870.8.peg.35	
fig|471870.8.peg.36	
fig|471870.8.peg.37	
fig|471870.8.peg.38	
fig|471870.8.peg.39	
fig|471870.8.peg.40	
fig|471870.8.peg.41	
fig|471870.8.peg.42	
fig|471870.8.peg.43	
fig|471870.8.peg.44	
fig|471870.8.peg.45	
fig|471870.8.peg.46	
fig|471870.8.peg.47	
fig|471870.8.peg.48	
fig|471870.8.peg.49	
fig|471870.8.peg.50	
fig|471870.8.peg.51	
fig|471870.8.peg.52	
fig|471870.8.peg.53	
fig|471870.8.peg.54	
fig|471870.8.peg.55	
fig|471870.8.peg.56	
fig|471870.8.peg.57	00900|Terpenoid backbone biosynthesis
fig|471870.8.peg.58	
fig|471870.8.peg.59	
fig|471870.8.peg.60	00730|Thiamine metabolism
fig|471870.8.peg.61	
fig|471870.8.peg.62	
fig|471870.8.peg.63	
fig|471870.8.peg.64	
fig|471870.8.peg.65	00730|Thiamine metabolism
fig|471870.8.peg.66	
fig|471870.8.peg.67	
fig|471870.8.peg.68	
fig|471870.8.peg.69	
fig|471870.8.peg.70	
fig|471870.8.peg.71	
fig|471870.8.peg.72	
fig|471870.8.peg.73	
fig|471870.8.peg.74	
fig|471870.8.peg.75	
fig|471870.8.peg.76	00280|Valine, leucine and isoleucine degradation;00290|Valine, leucine and isoleucine biosynthesis;00770|Pantothenate and CoA biosynthesis
fig|471870.8.peg.77	
fig|471870.8.peg.78	
fig|471870.8.peg.79	
fig|471870.8.peg.80	
fig|471870.8.peg.81	
fig|471870.8.peg.82	
