patric_id	pathway
	
	
fig|445970.5.peg.1	
	
fig|445970.5.peg.2	
fig|445970.5.peg.3	
fig|445970.5.peg.4	
fig|445970.5.peg.5	
fig|445970.5.peg.6	
	
fig|445970.5.peg.7	
fig|445970.5.peg.8	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
fig|445970.5.peg.9	
	
fig|445970.5.peg.10	
	
	
fig|445970.5.peg.11	
fig|445970.5.peg.12	
fig|445970.5.peg.13	00300|Lysine biosynthesis
fig|445970.5.peg.14	
fig|445970.5.peg.15	
	
fig|445970.5.peg.16	
fig|445970.5.peg.17	
fig|445970.5.peg.18	
fig|445970.5.peg.19	
fig|445970.5.peg.20	00900|Terpenoid backbone biosynthesis
fig|445970.5.peg.21	
fig|445970.5.peg.22	
fig|445970.5.peg.23	
fig|445970.5.peg.24	00540|Lipopolysaccharide biosynthesis
fig|445970.5.peg.25	00230|Purine metabolism;00240|Pyrimidine metabolism;00760|Nicotinate and nicotinamide metabolism
fig|445970.5.peg.26	
fig|445970.5.peg.27	
fig|445970.5.peg.28	
fig|445970.5.peg.29	
fig|445970.5.peg.30	00061|Fatty acid biosynthesis;00780|Biotin metabolism
fig|445970.5.peg.31	
fig|445970.5.peg.32	
fig|445970.5.peg.33	
fig|445970.5.peg.34	00240|Pyrimidine metabolism
fig|445970.5.peg.35	
fig|445970.5.peg.36	
fig|445970.5.peg.37	
fig|445970.5.peg.38	
fig|445970.5.peg.39	
fig|445970.5.peg.40	
fig|445970.5.peg.41	
fig|445970.5.peg.42	
fig|445970.5.peg.43	
fig|445970.5.peg.44	00900|Terpenoid backbone biosynthesis
fig|445970.5.peg.45	00030|Pentose phosphate pathway;00710|Carbon fixation in photosynthetic organisms
fig|445970.5.peg.46	
fig|445970.5.peg.47	
fig|445970.5.peg.48	
fig|445970.5.peg.49	
fig|445970.5.peg.50	
fig|445970.5.peg.51	
fig|445970.5.peg.52	00620|Pyruvate metabolism;00710|Carbon fixation in photosynthetic organisms
fig|445970.5.peg.53	
fig|445970.5.peg.54	
fig|445970.5.peg.55	
fig|445970.5.rna.1	
fig|445970.5.peg.56	
fig|445970.5.peg.57	00740|Riboflavin metabolism
fig|445970.5.peg.58	
fig|445970.5.peg.59	
fig|445970.5.peg.60	
fig|445970.5.peg.61	
fig|445970.5.peg.62	00051|Fructose and mannose metabolism;00053|Ascorbate and aldarate metabolism;00140|C21-Steroid hormone metabolism;00240|Pyrimidine metabolism;00253|Tetracycline biosynthesis;00260|Glycine, serine and threonine metabolism;00362|Benzoate degradation via hydroxylation;00363|Bisphenol A degradation;00520|Amino sugar and nucleotide sugar metabolism;00523|Polyketide sugar unit biosynthesis;00562|Inositol phosphate metabolism;00591|Linoleic acid metabolism;00622|Toluene and xylene degradation;00625|Tetrachloroethene degradation;00633|Trinitrotoluene degradation;00650|Butanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation);00830|Retinol metabolism;00950|Isoquinoline alkaloid biosynthesis;00981|Insect hormone biosynthesis;01056|Biosynthesis of type II polyketide backbone;01057|Biosynthesis of type II polyketide products
fig|445970.5.peg.63	
fig|445970.5.peg.64	
fig|445970.5.peg.65	
