genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
908612.3	Alistipes sp. HGB5	AENZ01000001	PATRIC	source					1	8871	+	8871								
908612.3	Alistipes sp. HGB5	AENZ01000001	PATRIC	tRNA	fig|908612.3.rna.1	HMPREF9720_1589	VBIAliSp174513_r001		52	124	-	73		tRNA-Phe-GAA						
908612.3	Alistipes sp. HGB5	AENZ01000001	PATRIC	CDS	fig|908612.3.peg.1		VBIAliSp174513_0001		348	524	-	177		hypothetical protein		PLF_239759_00003590	PGF_00210146			
908612.3	Alistipes sp. HGB5	AENZ01000001	PATRIC	CDS	fig|908612.3.peg.2	HMPREF9720_1590	VBIAliSp174513_0002	E4M7A4	958	3147	-	2190		hypothetical protein	FIG00638284	PLF_239759_00020696	PGF_08225224			
908612.3	Alistipes sp. HGB5	AENZ01000001	PATRIC	CDS	fig|908612.3.peg.3	HMPREF9720_1591	VBIAliSp174513_0003	E4M7A1	4026	4439	-	414		hypothetical protein	FIG01505666	PLF_239759_00001251	PGF_00603461			
908612.3	Alistipes sp. HGB5	AENZ01000001	PATRIC	CDS	fig|908612.3.peg.4	HMPREF9720_1592	VBIAliSp174513_0004	E4M7A2	5001	7559	-	2559		hypothetical protein	FIG00638284	PLF_239759_00003661	PGF_12789529			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	source					1	92013	+	92013								
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.5	HMPREF9720_1519	VBIAliSp174513_0005	E4M7A6	81	1061	-	981		hypothetical protein		PLF_239759_00001494	PGF_08225224			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.6	HMPREF9720_1520	VBIAliSp174513_0006	E4M7A7	1079	2134	-	1056		Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	FIG00000309	PLF_239759_00003228	PGF_00008608	GO:0047952|glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	1.1.1.94|Glycerol-3-phosphate dehydrogenase (NAD(P)(+))	00564|Glycerophospholipid metabolism
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.7	HMPREF9720_1521	VBIAliSp174513_0007	E4M7A8	2162	2962	-	801		hypothetical protein		PLF_239759_00004626	PGF_00606082			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.8	HMPREF9720_1522	VBIAliSp174513_0008	E4M7A9	3012	5186	-	2175		hypothetical protein	FIG00638284	PLF_239759_00004600	PGF_00606062			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.9	HMPREF9720_1523	VBIAliSp174513_0009	E4M7A5	5230	7299	-	2070		hypothetical protein	FIG00638284	PLF_239759_00024084	PGF_07488735			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.10	HMPREF9720_1524	VBIAliSp174513_0010	E4M7B0	7323	8828	-	1506		hypothetical protein	FIG00638284	PLF_239759_00022649	PGF_02734499			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.11	HMPREF9720_1525	VBIAliSp174513_0011	E4M7B1	8855	12442	-	3588		Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	FIG01260980	PLF_239759_00001701	PGF_02755714			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.12	HMPREF9720_1526	VBIAliSp174513_0012	E4M7B2	12483	13154	-	672		hypothetical protein		PLF_239759_00004515	PGF_00606003			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.13		VBIAliSp174513_0013		13155	13700	+	546		hypothetical protein		PLF_239759_00004514	PGF_00606002			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.14	HMPREF9720_1527	VBIAliSp174513_0014	E4M7B3	13665	14228	-	564		RNA polymerase ECF-type sigma factor	FIG00937790	PLF_239759_00003405	PGF_00896280			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.15	HMPREF9720_1528	VBIAliSp174513_0015	E4M7B4	14275	15687	-	1413		Glycerol-3-phosphate transporter	FIG00052943	PLF_239759_00001095	PGF_03202473			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.16		VBIAliSp174513_0016		16026	16142	+	117		hypothetical protein		PLF_239759_00004803	PGF_00606251			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.17	HMPREF9720_1529	VBIAliSp174513_0017	E4M7B5	16327	16473	-	147		Mobile element protein		PLF_239759_00000612	PGF_01000105			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.18		VBIAliSp174513_0018		17401	17574	+	174		hypothetical protein		PLF_239759_00004513	PGF_00606001			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.19	HMPREF9720_1532	VBIAliSp174513_0019	E4M7B8	17944	19272	+	1329		D-xylose-proton symporter		PLF_239759_00003112	PGF_00421083			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.20	HMPREF9720_1533	VBIAliSp174513_0020	E4M7B9	19274	20134	+	861		Fructokinase (EC 2.7.1.4)	FIG00001653	PLF_239759_00002379	PGF_07085092	GO:0008865|fructokinase activity	2.7.1.4|Fructokinase	00051|Fructose and mannose metabolism;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.21	HMPREF9720_1534	VBIAliSp174513_0021	E4M7C0	20160	21746	+	1587		hypothetical protein	FIG00638284	PLF_239759_00002117	PGF_08225224			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.22	HMPREF9720_1535	VBIAliSp174513_0022	E4M7C1	21764	24700	+	2937		Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	FIG01260980	PLF_239759_00023730	PGF_02755714			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.23	HMPREF9720_1536	VBIAliSp174513_0023	E4M7C2	24700	26310	+	1611		Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		PLF_239759_00024021	PGF_04922998			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.24	HMPREF9720_1537	VBIAliSp174513_0024	E4M7C3	26345	27910	+	1566		hypothetical protein	FIG00638284	PLF_239759_00003811	PGF_00353230			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.25	HMPREF9720_1538	VBIAliSp174513_0025	E4M7C4	27934	29457	+	1524		hypothetical protein	FIG00638284	PLF_239759_00023704	PGF_00137788			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.26	HMPREF9720_1539	VBIAliSp174513_0026	E4M7C5	29528	30025	+	498		hypothetical protein		PLF_239759_00003030	PGF_00605297			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.27	HMPREF9720_1540	VBIAliSp174513_0027	E4M7C6	30043	32766	+	2724		Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator	FIG01114793	PLF_239759_00023991	PGF_10106483			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.28	HMPREF9720_1541	VBIAliSp174513_0028	E4M7C7	33189	33380	-	192	rpsU	SSU ribosomal protein S21p	FIG00000178	PLF_239759_00000442	PGF_04034430	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.29	HMPREF9720_1542	VBIAliSp174513_0029	E4M7C8	33480	34535	-	1056		hypothetical protein	FIG01349516	PLF_239759_00001227	PGF_08225224			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.30	HMPREF9720_1598	VBIAliSp174513_0030	E4M7C9	34577	36388	-	1812		UbiD family decarboxylase associated with menaquinone via futalosine	FIG00000548	PLF_239759_00001174	PGF_00064422			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.31	HMPREF9720_1547	VBIAliSp174513_0031	E4M7D0	36369	37184	-	816		N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126)	FIG00001103	PLF_239759_00000926	PGF_00023835		4.2.1.126|N-acetylmuramic acid 6-phosphate etherase	00520|Amino sugar and nucleotide sugar metabolism
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.32	HMPREF9720_1548	VBIAliSp174513_0032	E4M7D1	37147	37995	-	849		hypothetical protein		PLF_239759_00001016	PGF_08225224			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.33	HMPREF9720_1549	VBIAliSp174513_0033	E4M7D2	38020	38706	-	687		hypothetical protein		PLF_239759_00010201	PGF_00601158			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.34	HMPREF9720_1550	VBIAliSp174513_0034	E4M7D3	38883	39008	-	126		hypothetical protein		PLF_239759_00004512	PGF_00606000			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.35	HMPREF9720_1551	VBIAliSp174513_0035	E4M7D4	38981	39313	-	333		hypothetical protein		PLF_239759_00004512	PGF_00606000			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.36	HMPREF9720_1552	VBIAliSp174513_0036	E4M7D5	39445	41601	-	2157		Glutamine synthetase type III, GlnN (EC 6.3.1.2)	FIG00132839	PLF_239759_00000041	PGF_00008261		6.3.1.2|Glutamate--ammonia ligase	00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism;00630|Glyoxylate and dicarboxylate metabolism;00910|Nitrogen metabolism
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.37		VBIAliSp174513_0037		41783	42148	+	366		hypothetical protein		PLF_239759_00011191	PGF_00602115			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.38	HMPREF9720_1553	VBIAliSp174513_0038	E4M7D6	42208	44058	+	1851		Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)	FIG00000927	PLF_239759_00000314	PGF_00021023	GO:0004494|methylmalonyl-CoA mutase activity	5.4.99.2|Methylmalonyl-CoA mutase	00280|Valine, leucine and isoleucine degradation;00630|Glyoxylate and dicarboxylate metabolism;00640|Propanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation)
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.39	HMPREF9720_1554	VBIAliSp174513_0039	E4M7D7	44061	46199	+	2139		Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)	FIG00000927	PLF_239759_00000047	PGF_00021022	GO:0004494|methylmalonyl-CoA mutase activity	5.4.99.2|Methylmalonyl-CoA mutase	00280|Valine, leucine and isoleucine degradation;00630|Glyoxylate and dicarboxylate metabolism;00640|Propanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation)
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.40	HMPREF9720_1555	VBIAliSp174513_0040	E4M7D8	46473	47615	-	1143		NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	FIG01304636	PLF_239759_00001124	PGF_04133028	GO:0003856|3-dehydroquinate synthase activity;GO:0005506|iron ion binding;GO:0008152|metabolic process;GO:0009073|aromatic amino acid family biosynthetic process;GO:0016491|oxidoreductase activity	1.1.1.-|With NAD(+) or NADP(+) as acceptor.	00051|Fructose and mannose metabolism;00053|Ascorbate and aldarate metabolism;00140|C21-Steroid hormone metabolism;00240|Pyrimidine metabolism;00253|Tetracycline biosynthesis;00260|Glycine, serine and threonine metabolism;00362|Benzoate degradation via hydroxylation;00363|Bisphenol A degradation;00520|Amino sugar and nucleotide sugar metabolism;00523|Polyketide sugar unit biosynthesis;00562|Inositol phosphate metabolism;00591|Linoleic acid metabolism;00622|Toluene and xylene degradation;00625|Tetrachloroethene degradation;00633|Trinitrotoluene degradation;00650|Butanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation);00830|Retinol metabolism;00950|Isoquinoline alkaloid biosynthesis;00981|Insect hormone biosynthesis;01056|Biosynthesis of type II polyketide backbone;01057|Biosynthesis of type II polyketide products
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.41	HMPREF9720_1556	VBIAliSp174513_0041	E4M7D9	47718	49751	-	2034		Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	FIG00638284	PLF_239759_00001349	PGF_00604463	GO:0003755|peptidyl-prolyl cis-trans isomerase activity	5.2.1.8|Peptidylprolyl isomerase	
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.42	HMPREF9720_1557	VBIAliSp174513_0042	E4M7E0	49842	51104	-	1263		Hemolysins and related proteins containing CBS domains	FIG00936959	PLF_239759_00000250	PGF_02818638			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.43	HMPREF9720_1558	VBIAliSp174513_0043	E4M7E1	51108	51866	-	759		Lipopolysaccharide export system protein LptC		PLF_239759_00001327	PGF_00604240			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.44	HMPREF9720_1559	VBIAliSp174513_0044	E4M7E2	51987	53321	-	1335		TPR domain protein	FIG00930504	PLF_239759_00001382	PGF_12936666			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.45	HMPREF9720_1560	VBIAliSp174513_0045	E4M7E3	53438	54811	-	1374		Putative outer membrane protein	FIG00936828	PLF_239759_00001363	PGF_01867670			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.46	HMPREF9720_1561	VBIAliSp174513_0046	E4M7E4	54786	55526	-	741	coaX	Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	FIG00000695	PLF_239759_00000363	PGF_04213876	GO:0004594|pantothenate kinase activity	2.7.1.33|Pantothenate kinase	00770|Pantothenate and CoA biosynthesis
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.47	HMPREF9720_1562	VBIAliSp174513_0047	E4M7E5	55523	58849	-	3327	mfd	Transcription-repair coupling factor	FIG00067681	PLF_239759_00000477	PGF_08675943	GO:0003676|nucleic acid binding;GO:0003700|transcription factor activity;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0008026|ATP-dependent helicase activity		
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.48	HMPREF9720_1563	VBIAliSp174513_0048	E4M7E6	58854	60404	-	1551		Ribonuclease G	FIG00059426	PLF_239759_00000112	PGF_01089656			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.49	HMPREF9720_1565	VBIAliSp174513_0049	E4M7E7	60890	61162	-	273	hup	DNA-binding protein HU	FIG00615494	PLF_239759_00000331	PGF_01176831			
908612.3	Alistipes sp. HGB5	AENZ01000002	PATRIC	CDS	fig|908612.3.peg.50	HMPREF9720_1566	VBIAliSp174513_0050	E4M7E9	61637	63187	+	1551		Response regulator	FIG00481866	PLF_239759_00000652	PGF_10466185			
