genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.2	BVU_0002	VBIBacVul85104_0002		Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00231	Puromycin biosynthesis
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.2	BVU_0002	VBIBacVul85104_0002		Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00592	alpha-Linolenic acid metabolism
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.2	BVU_0002	VBIBacVul85104_0002		Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00633	Trinitrotoluene degradation
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.2	BVU_0002	VBIBacVul85104_0002		Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00780	Biotin metabolism
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.2	BVU_0002	VBIBacVul85104_0002		Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00860	Porphyrin and chlorophyll metabolism
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.2	BVU_0002	VBIBacVul85104_0002		Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00950	Isoquinoline alkaloid biosynthesis
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.2	BVU_0002	VBIBacVul85104_0002		Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00981	Insect hormone biosynthesis
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.2	BVU_0002	VBIBacVul85104_0002		Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	01057	Biosynthesis of type II polyketide products
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.3	BVU_0003	VBIBacVul85104_0003		Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	1.17.4.1	Ribonucleoside-diphosphate reductase	00230	Purine metabolism
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.3	BVU_0003	VBIBacVul85104_0003		Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	1.17.4.1	Ribonucleoside-diphosphate reductase	00240	Pyrimidine metabolism
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.3	BVU_0003	VBIBacVul85104_0003		Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	1.17.4.1	Ribonucleoside-diphosphate reductase	00480	Glutathione metabolism
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.5	BVU_0005	VBIBacVul85104_0005		Dihydroneopterin aldolase (EC 4.1.2.25)	4.1.2.25	Dihydroneopterin aldolase	00790	Folate biosynthesis
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.9	BVU_0009	VBIBacVul85104_0009		Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	6.2.1.3	Long-chain-fatty-acid--CoA ligase	00071	Fatty acid metabolism
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.42	BVU_0039	VBIBacVul85104_0042		Xylan 1,4-beta-xylosidase (EC 3.2.1.37)	3.2.1.37	Xylan 1,4-beta-xylosidase	00500	Starch and sucrose metabolism
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.42	BVU_0039	VBIBacVul85104_0042		Xylan 1,4-beta-xylosidase (EC 3.2.1.37)	3.2.1.37	Xylan 1,4-beta-xylosidase	00520	Amino sugar and nucleotide sugar metabolism
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.47	BVU_0044	VBIBacVul85104_0047		Keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103)	3.2.1.103	Keratan-sulfate endo-1,4-beta-galactosidase	00531	Glycosaminoglycan degradation
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.49	BVU_0046	VBIBacVul85104_0049		Phosphomannomutase (EC 5.4.2.8) / Phosphoglucosamine mutase (EC 5.4.2.10)	5.4.2.10	Phosphoglucosamine mutase	00520	Amino sugar and nucleotide sugar metabolism
435590.9	Bacteroides vulgatus ATCC 8482	fig|435590.9.peg.49	BVU_0046	VBIBacVul85104_0049		Phosphomannomutase (EC 5.4.2.8) / Phosphoglucosamine mutase (EC 5.4.2.10)	5.4.2.8	Phosphomannomutase	00051	Fructose and mannose metabolism
